"Device: USB-2408-2AO"
"Serial Number: 22C3E45"
"Channel Count: 3"
"Sample Count: 1274"
"Start Time: 19/11/2025 17:11:59.3"
"Scan Rate: 3.31200003623962"
"Sample","Time (s)","Winding Temp (°C)","Ambient (°C)","Stator Body (°C)"
"611","3:04.5","104.830","21.188","51.801"
"612","3:04.8","104.831","21.193","51.609"
"613","3:05.1","104.714","21.192","51.650"
"614","3:05.4","104.722","21.183","51.559"
"615","3:05.7","104.789","21.179","51.561"
"616","3:06.0","104.721","21.186","51.671"
"617","3:06.3","104.851","21.171","51.753"
"618","3:06.6","105.049","21.166","51.592"
"619","3:06.9","105.091","21.158","51.786"
"620","3:07.2","105.264","21.157","51.892"
"621","3:07.5","105.325","21.152","52.129"
"622","3:07.8","105.346","21.143","52.335"
"623","3:08.1","105.490","21.153","52.579"
"624","3:08.4","105.483","21.155","52.692"
"625","3:08.7","105.556","21.147","52.783"
"626","3:09.0","105.763","21.142","52.911"
"627","3:09.3","105.902","21.148","52.830"
"628","3:09.6","106.014","21.159","52.858"
"629","3:09.9","106.124","21.165","53.141"
"630","3:10.2","106.413","21.151","53.410"
"631","3:10.5","106.714","21.161","53.488"
"632","3:10.8","106.945","21.155","53.395"
"633","3:11.1","106.988","21.144","53.396"
"634","3:11.4","107.023","21.121","53.343"
"635","3:11.7","106.891","21.117","53.225"
"636","3:12.0","106.818","21.154","53.028"
"637","3:12.3","106.747","21.153","52.839"
"638","3:12.6","106.618","21.108","52.648"
"639","3:12.9","106.530","21.105","52.659"
"640","3:13.2","106.485","21.115","52.874"
"641","3:13.5","106.466","21.127","53.374"
"642","3:13.8","106.615","21.098","53.455"
"643","3:14.1","106.734","21.102","53.568"
"644","3:14.4","106.818","21.104","53.802"
"645","3:14.7","107.165","21.142","53.981"
"646","3:15.0","107.317","21.172","54.114"
"647","3:15.4","107.473","21.182","54.164"
"648","3:15.7","107.651","21.181","54.330"
"649","3:16.0","107.795","21.181","54.185"
"650","3:16.3","107.888","21.189","53.924"
"651","3:16.6","107.824","21.189","54.024"
"652","3:16.9","107.763","21.181","54.012"
"653","3:17.2","107.790","21.176","53.814"
"654","3:17.5","107.778","21.190","53.890"
"655","3:17.8","107.860","21.176","53.909"
"656","3:18.1","107.899","21.176","53.707"
"657","3:18.4","107.783","21.175","53.666"
"658","3:18.7","107.770","21.177","53.860"
"659","3:19.0","107.906","21.169","54.171"
"660","3:19.3","108.031","21.173","54.435"
"661","3:19.6","108.158","21.179","54.542"
"662","3:19.9","108.267","21.193","54.779"
"663","3:20.2","108.383","21.191","55.143"
"664","3:20.5","108.640","21.203","55.265"
"665","3:20.8","108.765","21.195","55.587"
"666","3:21.1","108.982","21.212","55.830"
"667","3:21.4","109.136","21.212","55.816"
"668","3:21.7","109.112","21.222","55.850"
"669","3:22.0","109.204","21.210","55.782"
"670","3:22.3","109.341","21.221","55.758"
"671","3:22.6","109.393","21.220","55.945"
"672","3:22.9","109.478","21.205","56.000"
"673","3:23.2","109.563","21.208","55.893"
"674","3:23.5","109.574","21.189","55.825"
"675","3:23.8","109.724","21.190","55.983"
"676","3:24.1","109.825","21.190","56.349"
"677","3:24.4","110.054","21.183","56.234"
"678","3:24.7","110.179","21.179","55.985"
"679","3:25.0","110.206","21.231","56.002"
"680","3:25.3","110.223","21.305","56.127"
"681","3:25.6","110.264","21.314","56.525"
"682","3:25.9","110.415","21.256","56.845"
"683","3:26.2","110.681","21.239","57.072"
"684","3:26.5","110.972","21.235","56.770"
"685","3:26.8","111.042","21.249","56.572"
"686","3:27.1","111.114","21.236","56.450"
"687","3:27.4","111.112","21.247","56.523"
"688","3:27.7","111.215","21.224","56.660"
"689","3:28.0","111.446","21.241","56.825"
"690","3:28.3","111.655","21.247","56.935"
"691","3:28.6","111.764","21.247","56.958"
"692","3:28.9","111.852","21.263","57.079"
"693","3:29.2","111.903","21.268","57.100"
"694","3:29.5","112.062","21.280","57.023"
"695","3:29.8","112.176","21.279","57.206"
"696","3:30.1","112.262","21.258","57.390"
"697","3:30.4","112.583","21.281","57.406"
"698","3:30.7","112.690","21.254","57.277"
"699","3:31.1","112.783","21.235","57.349"
"700","3:31.4","112.829","21.256","57.379"
"701","3:31.7","112.915","21.257","57.583"
"702","3:32.0","113.000","21.258","57.952"
"703","3:32.3","113.147","21.241","58.143"
"704","3:32.6","113.327","21.256","58.110"
"705","3:32.9","113.520","21.249","57.963"
"706","3:33.2","113.602","21.252","57.780"
"707","3:33.5","113.623","21.248","57.924"
"708","3:33.8","113.824","21.253","58.204"
"709","3:34.1","114.047","21.233","58.572"
"710","3:34.4","114.342","21.249","58.943"
"711","3:34.7","114.625","21.249","59.159"
"712","3:35.0","114.754","21.240","59.456"
"713","3:35.3","115.224","21.284","59.736"
"714","3:35.6","115.542","21.306","59.979"
"715","3:35.9","115.849","21.310","60.104"
"716","3:36.2","116.184","21.273","60.312"
"717","3:36.5","116.376","21.247","60.514"
"718","3:36.8","116.604","21.309","60.657"
"719","3:37.1","116.828","21.293","60.633"
"720","3:37.4","117.018","21.283","60.231"
"721","3:37.7","117.095","21.286","60.038"
"722","3:38.0","117.026","21.287","59.996"
"723","3:38.3","116.877","21.289","60.135"
"724","3:38.6","116.868","21.292","60.270"
"725","3:38.9","116.845","21.294","60.251"
"726","3:39.2","116.774","21.301","60.087"
"727","3:39.5","116.776","21.284","59.923"
"728","3:39.8","116.808","21.287","60.054"
"729","3:40.1","116.867","21.281","60.447"
"730","3:40.4","117.049","21.275","60.764"
"731","3:40.7","117.196","21.270","60.835"
"732","3:41.0","117.307","21.265","60.946"
"733","3:41.3","117.503","21.249","60.908"
"734","3:41.6","117.602","21.252","60.776"
"735","3:41.9","117.745","21.244","61.002"
"736","3:42.2","117.980","21.241","61.267"
"737","3:42.5","118.162","21.231","61.292"
"738","3:42.8","118.326","21.231","61.332"
"739","3:43.1","118.438","21.269","61.268"
"740","3:43.4","118.532","21.267","61.333"
"741","3:43.7","118.706","21.240","61.235"
"742","3:44.0","118.760","21.244","61.263"
"743","3:44.3","118.896","21.240","61.177"
"744","3:44.6","118.988","21.221","61.100"
"745","3:44.9","118.966","21.230","61.147"
"746","3:45.2","119.059","21.217","61.434"
"747","3:45.5","119.200","21.300","61.863"
"748","3:45.8","119.338","21.269","61.780"
"749","3:46.1","119.470","21.230","61.590"
"750","3:46.4","119.450","21.245","61.642"
"751","3:46.8","119.559","21.207","61.789"
"752","3:47.1","119.754","21.251","61.957"
"753","3:47.4","119.943","21.246","62.097"
"754","3:47.7","120.126","21.244","62.074"
"755","3:48.0","120.243","21.241","62.337"
"756","3:48.3","120.343","21.203","62.613"
"757","3:48.6","120.530","21.249","62.973"
"758","3:48.9","120.645","21.251","63.379"
"759","3:49.2","120.634","21.274","63.284"
"760","3:49.5","120.674","21.249","63.428"
"761","3:49.8","120.692","21.198","63.583"
"762","3:50.1","120.760","21.192","64.008"
"763","3:50.4","120.911","21.249","64.366"
"764","3:50.7","121.071","21.258","64.337"
"765","3:51.0","121.107","21.238","64.455"
"766","3:51.3","121.222","21.290","64.391"
"767","3:51.6","121.211","21.242","64.162"
"768","3:51.9","121.279","21.280","64.152"
"769","3:52.2","121.425","21.268","64.179"
"770","3:52.5","121.498","21.265","64.350"
"771","3:52.8","121.644","21.254","64.342"
"772","3:53.1","121.629","21.267","64.223"
"773","3:53.4","121.611","21.265","64.374"
"774","3:53.7","121.745","21.252","64.598"
"775","3:54.0","121.793","21.250","64.705"
"776","3:54.3","121.937","21.244","64.781"
"777","3:54.6","122.142","21.253","64.954"
"778","3:54.9","122.325","21.248","64.823"
"779","3:55.2","122.509","21.271","64.682"
"780","3:55.5","122.616","21.230","64.768"
"781","3:55.8","122.777","21.307","64.918"
"782","3:56.1","122.897","21.295","64.849"
"783","3:56.4","122.904","21.298","64.488"
"784","3:56.7","122.857","21.282","64.222"
"785","3:57.0","122.811","21.314","64.054"
"786","3:57.3","122.666","21.300","64.081"
"787","3:57.6","122.634","21.329","64.175"
"788","3:57.9","122.731","21.332","64.451"
"789","3:58.2","122.847","21.326","64.373"
"790","3:58.5","122.992","21.326","64.093"
"791","3:58.8","123.181","21.321","63.950"
"792","3:59.1","123.250","21.339","63.934"
"793","3:59.4","123.369","21.290","64.301"
"794","3:59.7","123.383","21.294","64.360"
"795","4:00.0","123.505","21.319","64.590"
"796","4:00.3","123.620","21.309","64.625"
"797","4:00.6","123.712","21.306","64.814"
"798","4:00.9","123.876","21.314","65.030"
"799","4:01.2","124.083","21.342","65.276"
"800","4:01.5","124.261","21.334","65.369"
"801","4:01.8","124.510","21.326","65.682"
"802","4:02.1","124.603","21.337","65.607"
"803","4:02.5","124.572","21.334","65.548"
"804","4:02.8","124.495","21.324","65.583"
"805","4:03.1","124.273","21.349","65.590"
"806","4:03.4","124.196","21.359","65.894"
"807","4:03.7","124.311","21.335","65.992"
"808","4:04.0","124.358","21.359","66.467"
"809","4:04.3","124.627","21.333","66.549"
"810","4:04.6","124.765","21.345","66.519"
"811","4:04.9","124.738","21.345","66.720"
"812","4:05.2","124.734","21.341","66.481"
"813","4:05.5","124.691","21.348","66.355"
"814","4:05.8","124.644","21.394","66.094"
"815","4:06.1","124.709","21.417","65.970"
"816","4:06.4","124.632","21.424","65.836"
"817","4:06.7","124.580","21.424","66.010"
"818","4:07.0","124.529","21.432","65.923"
"819","4:07.3","124.445","21.392","66.021"
"820","4:07.6","124.570","21.422","65.953"
"821","4:07.9","124.689","21.428","66.194"
"822","4:08.2","124.736","21.420","66.335"
"823","4:08.5","124.962","21.408","66.420"
"824","4:08.8","125.096","21.344","66.635"
"825","4:09.1","125.234","21.395","66.715"
"826","4:09.4","125.477","21.380","66.958"
"827","4:09.7","125.658","21.389","66.987"
"828","4:10.0","125.832","21.427","66.857"
"829","4:10.3","125.947","21.401","66.698"
"830","4:10.6","125.983","21.375","66.994"
"831","4:10.9","126.094","21.321","67.257"
"832","4:11.2","126.295","21.367","67.986"
"833","4:11.5","126.628","21.376","68.129"
"834","4:11.8","127.010","21.356","68.478"
"835","4:12.1","127.263","21.332","68.743"
"836","4:12.4","127.382","21.335","68.473"
"837","4:12.7","127.473","21.347","68.416"
"838","4:13.0","127.459","21.366","68.501"
"839","4:13.3","127.555","21.351","68.632"
"840","4:13.6","127.615","21.369","68.788"
"841","4:13.9","127.552","21.370","69.096"
"842","4:14.2","127.728","21.339","69.193"
"843","4:14.5","128.042","21.343","69.381"
"844","4:14.8","128.178","21.377","69.640"
"845","4:15.1","128.428","21.367","70.003"
"846","4:15.4","128.735","21.368","70.142"
"847","4:15.7","128.884","21.364","70.162"
"848","4:16.0","129.160","21.363","70.440"
"849","4:16.3","129.489","21.393","70.613"
"850","4:16.6","129.809","21.399","70.645"
"851","4:16.9","130.137","21.385","70.819"
"852","4:17.2","130.428","21.453","71.099"
"853","4:17.5","130.866","21.345","71.149"
"854","4:17.9","131.185","21.434","71.081"
"855","4:18.2","131.255","21.392","70.911"
"856","4:18.5","131.364","21.378","71.305"
"857","4:18.8","131.454","21.356","71.713"
"858","4:19.1","131.699","21.381","71.922"
"859","4:19.4","131.872","21.359","71.982"
"860","4:19.7","131.982","21.340","72.092"
"861","4:20.0","132.161","21.341","72.210"
"862","4:20.3","132.318","21.340","72.110"
"863","4:20.6","132.264","21.347","72.159"
"864","4:20.9","132.418","21.344","72.085"
"865","4:21.2","132.500","21.347","71.593"
"866","4:21.5","132.378","21.353","71.278"
"867","4:21.8","132.241","21.342","71.112"
"868","4:22.1","132.068","21.342","71.192"
"869","4:22.4","132.103","21.342","71.390"
"870","4:22.7","132.289","21.340","71.525"
"871","4:23.0","132.391","21.308","71.749"
"872","4:23.3","132.521","21.339","71.834"
"873","4:23.6","132.616","21.329","72.259"
"874","4:23.9","132.713","21.327","72.984"
"875","4:24.2","132.997","21.327","73.609"
"876","4:24.5","133.229","21.303","73.687"
"877","4:24.8","133.423","21.301","73.415"
"878","4:25.1","133.555","21.329","73.070"
"879","4:25.4","133.503","21.293","73.139"
"880","4:25.7","133.487","21.306","73.329"
"881","4:26.0","133.481","21.306","73.701"
"882","4:26.3","133.476","21.287","73.564"
"883","4:26.6","133.518","21.348","73.608"
"884","4:26.9","133.532","21.372","73.530"
"885","4:27.2","133.673","21.372","73.790"
"886","4:27.5","134.136","21.370","74.115"
"887","4:27.8","134.446","21.363","74.339"
"888","4:28.1","134.841","21.353","74.612"
"889","4:28.4","135.279","21.343","74.327"
"890","4:28.7","135.530","21.379","74.036"
"891","4:29.0","135.669","21.363","74.106"
"892","4:29.3","135.803","21.363","74.297"
"893","4:29.6","135.847","21.362","74.124"
"894","4:29.9","135.866","21.409","74.315"
"895","4:30.2","135.943","21.367","74.622"
"896","4:30.5","135.948","21.376","75.114"
"897","4:30.8","136.181","21.400","75.720"
"898","4:31.1","136.315","21.394","75.934"
"899","4:31.4","136.382","21.388","75.707"
"900","4:31.7","136.416","21.377","75.688"
"901","4:32.0","136.340","21.388","75.489"
"902","4:32.3","136.356","21.388","75.526"
"903","4:32.6","136.448","21.381","75.679"
"904","4:32.9","136.514","21.385","75.596"
"905","4:33.2","136.609","21.396","75.583"
"906","4:33.6","136.692","21.392","75.751"
"907","4:33.9","136.780","21.365","75.349"
"908","4:34.2","136.766","21.369","75.106"
"909","4:34.5","136.573","21.378","74.726"
"910","4:34.8","136.431","21.409","74.334"
"911","4:35.1","136.297","21.432","74.038"
"912","4:35.4","136.184","21.336","73.930"
"913","4:35.7","136.234","21.396","74.123"
"914","4:36.0","136.263","21.411","74.168"
"915","4:36.3","136.155","21.404","74.400"
"916","4:36.6","136.144","21.407","74.245"
"917","4:36.9","136.158","21.471","74.645"
"918","4:37.2","136.150","21.470","75.108"
"919","4:37.5","136.521","21.472","75.724"
"920","4:37.8","137.009","21.472","75.895"
"921","4:38.1","137.158","21.472","76.153"
"922","4:38.4","137.404","21.471","76.211"
"923","4:38.7","137.596","21.467","76.866"
"924","4:39.0","137.779","21.461","76.549"
"925","4:39.3","137.778","21.449","76.282"
"926","4:39.6","137.753","21.432","76.305"
"927","4:39.9","137.928","21.436","76.443"
"928","4:40.2","138.085","21.433","76.227"
"929","4:40.5","138.221","21.431","76.464"
"930","4:40.8","138.504","21.423","76.384"
"931","4:41.1","138.591","21.426","76.330"
"932","4:41.4","138.701","21.429","76.099"
"933","4:41.7","138.729","21.426","76.255"
"934","4:42.0","138.617","21.433","76.342"
"935","4:42.3","138.682","21.431","76.412"
"936","4:42.6","138.819","21.439","76.326"
"937","4:42.9","139.028","21.447","76.345"
"938","4:43.2","139.349","21.439","76.405"
"939","4:43.5","139.536","21.438","76.392"
"940","4:43.8","139.588","21.433","76.422"
"941","4:44.1","139.764","21.435","76.426"
"942","4:44.4","139.960","21.434","76.622"
"943","4:44.7","140.148","21.450","76.841"
"944","4:45.0","140.247","21.444","77.165"
"945","4:45.3","140.221","21.445","77.485"
"946","4:45.6","140.410","21.442","78.083"
"947","4:45.9","140.634","21.436","77.961"
"948","4:46.2","140.659","21.439","77.852"
"949","4:46.5","140.710","21.430","77.828"
"950","4:46.8","140.813","21.436","77.763"
"951","4:47.1","141.020","21.484","77.891"
"952","4:47.4","141.307","21.471","78.120"
"953","4:47.7","141.372","21.486","77.780"
"954","4:48.0","141.518","21.484","78.072"
"955","4:48.3","141.749","21.496","77.997"
"956","4:48.6","141.757","21.489","78.335"
"957","4:48.9","141.886","21.515","78.733"
"958","4:49.3","142.057","21.511","78.412"
"959","4:49.6","142.128","21.493","78.374"
"960","4:49.9","142.230","21.486","78.204"
"961","4:50.2","142.211","21.485","78.391"
"962","4:50.5","142.287","21.480","78.926"
"963","4:50.8","142.463","21.483","79.355"
"964","4:51.1","142.468","21.503","79.387"
"965","4:51.4","142.525","21.487","79.340"
"966","4:51.7","142.486","21.495","78.955"
"967","4:52.0","142.296","21.452","78.978"
"968","4:52.3","142.209","21.437","78.467"
"969","4:52.6","142.050","21.453","78.425"
"970","4:52.9","141.883","21.473","78.574"
"971","4:53.2","142.014","21.468","78.723"
"972","4:53.5","142.201","21.464","78.769"
"973","4:53.8","142.300","21.435","78.991"
"974","4:54.1","142.338","21.460","78.882"
"975","4:54.4","142.182","21.458","78.691"
"976","4:54.7","142.049","21.449","78.439"
"977","4:55.0","142.023","21.491","78.238"
"978","4:55.3","141.898","21.471","78.174"
"979","4:55.6","141.844","21.481","78.090"
"980","4:55.9","141.728","21.485","78.266"
"981","4:56.2","141.603","21.474","78.247"
"982","4:56.5","141.562","21.442","78.348"
"983","4:56.8","141.490","21.440","78.289"
"984","4:57.1","141.556","21.409","78.246"
"985","4:57.4","141.651","21.422","78.446"
"986","4:57.7","141.710","21.434","78.604"
"987","4:58.0","141.859","21.386","78.626"
"988","4:58.3","141.950","21.422","78.849"
"989","4:58.6","141.925","21.428","78.916"
"990","4:58.9","142.012","21.433","79.274"
"991","4:59.2","142.037","21.409","79.442"
"992","4:59.5","142.037","21.408","79.147"
"993","4:59.8","142.152","21.386","79.301"
"994","5:00.1","142.197","21.350","79.752"
"995","5:00.4","142.249","21.414","80.096"
"996","5:00.7","142.335","21.410","80.248"
"997","5:01.0","142.342","21.408","80.215"
"998","5:01.3","142.422","21.403","80.135"
"999","5:01.6","142.543","21.392","80.225"
"1000","5:01.9","142.585","21.400","80.507"
"1001","5:02.2","142.841","21.391","80.759"
"1002","5:02.5","143.035","21.378","80.874"
"1003","5:02.8","143.180","21.378","81.050"
"1004","5:03.1","143.563","21.387","81.257"
"1005","5:03.4","143.844","21.378","81.613"
"1006","5:03.7","144.164","21.366","81.716"
"1007","5:04.0","144.374","21.352","81.984"
"1008","5:04.3","144.455","21.379","82.460"
"1009","5:04.6","144.569","21.369","82.865"
"1010","5:05.0","144.750","21.375","83.171"
"1011","5:05.3","144.930","21.366","83.261"
"1012","5:05.6","145.189","21.358","83.558"
"1013","5:05.9","145.562","21.366","83.944"
"1014","5:06.2","145.864","21.369","84.280"
"1015","5:06.5","146.236","21.345","84.567"
"1016","5:06.8","146.496","21.356","84.872"
"1017","5:07.1","146.800","21.356","84.962"
"1018","5:07.4","147.047","21.346","84.532"
"1019","5:07.7","147.040","21.425","84.614"
"1020","5:08.0","147.066","21.407","84.211"
"1021","5:08.3","147.103","21.397","83.616"
"1022","5:08.6","146.941","21.404","83.666"
"1023","5:08.9","146.980","21.403","84.032"
"1024","5:09.2","147.105","21.387","84.402"
"1025","5:09.5","147.450","21.387","84.646"
"1026","5:09.8","147.772","21.392","84.512"
"1027","5:10.1","147.781","21.390","84.385"
"1028","5:10.4","147.778","21.393","84.543"
"1029","5:10.7","147.811","21.399","84.296"
"1030","5:11.0","147.918","21.391","84.289"
"1031","5:11.3","148.052","21.396","83.953"
"1032","5:11.6","148.044","21.406","83.396"
"1033","5:11.9","147.874","21.394","83.363"
"1034","5:12.2","147.885","21.380","83.646"
"1035","5:12.5","147.957","21.372","83.697"
"1036","5:12.8","147.833","21.384","83.887"
"1037","5:13.1","147.789","21.393","83.357"
"1038","5:13.4","147.694","21.394","82.951"
"1039","5:13.7","147.613","21.380","82.704"
"1040","5:14.0","147.428","21.373","82.485"
"1041","5:14.3","147.202","21.364","82.456"
"1042","5:14.6","147.102","21.369","82.328"
"1043","5:14.9","146.952","21.366","82.281"
"1044","5:15.2","146.734","21.372","82.255"
"1045","5:15.5","146.668","21.369","82.280"
"1046","5:15.8","146.539","21.356","82.534"
"1047","5:16.1","146.629","21.400","82.925"
"1048","5:16.4","146.775","21.337","82.911"
"1049","5:16.7","146.780","21.382","83.116"
"1050","5:17.0","146.804","21.413","83.608"
"1051","5:17.3","146.908","21.399","83.651"
"1052","5:17.6","146.900","21.387","83.534"
"1053","5:17.9","147.075","21.452","83.800"
"1054","5:18.2","147.254","21.453","83.721"
"1055","5:18.5","147.357","21.449","84.056"
"1056","5:18.8","147.631","21.447","84.226"
"1057","5:19.1","147.780","21.441","84.363"
"1058","5:19.4","147.985","21.441","84.230"
"1059","5:19.7","148.176","21.437","84.261"
"1060","5:20.0","148.308","21.438","84.512"
"1061","5:20.4","148.488","21.435","84.495"
"1062","5:20.7","148.634","21.429","84.453"
"1063","5:21.0","148.770","21.431","84.461"
"1064","5:21.3","148.971","21.426","84.483"
"1065","5:21.6","149.073","21.424","84.539"
"1066","5:21.9","149.031","21.422","84.965"
"1067","5:22.2","149.016","21.410","85.067"
"1068","5:22.5","148.965","21.406","85.060"
"1069","5:22.8","149.100","21.408","85.194"
"1070","5:23.1","149.453","21.404","85.471"
"1071","5:23.4","149.665","21.410","85.097"
"1072","5:23.7","149.816","21.412","85.056"
"1073","5:24.0","149.886","21.409","85.296"
"1074","5:24.3","149.911","21.405","85.316"
"1075","5:24.6","150.137","21.407","85.316"
"1076","5:24.9","150.301","21.422","86.035"
"1077","5:25.2","150.585","21.416","86.445"
"1078","5:25.5","150.848","21.418","86.605"
"1079","5:25.8","150.990","21.428","87.082"
"1080","5:26.1","151.068","21.426","87.098"
"1081","5:26.4","151.334","21.419","87.498"
"1082","5:26.7","151.525","21.444","87.598"
"1083","5:27.0","151.779","21.533","87.745"
"1084","5:27.3","151.869","21.419","87.684"
"1085","5:27.6","151.892","21.434","87.658"
"1086","5:27.9","152.035","21.460","87.900"
"1087","5:28.2","152.076","21.504","87.803"
"1088","5:28.5","151.900","21.481","87.530"
"1089","5:28.8","151.837","21.464","87.426"
"1090","5:29.1","151.821","21.472","87.264"
"1091","5:29.4","151.856","21.515","87.172"
"1092","5:29.7","151.803","21.476","87.088"
"1093","5:30.0","151.811","21.466","87.174"
"1094","5:30.3","152.009","21.476","87.118"
"1095","5:30.6","152.111","21.492","87.003"
"1096","5:30.9","152.083","21.499","86.905"
"1097","5:31.2","152.151","21.515","87.219"
"1098","5:31.5","152.165","21.518","87.285"
"1099","5:31.8","152.136","21.524","87.236"
"1100","5:32.1","152.123","21.505","87.589"
"1101","5:32.4","152.153","21.502","87.777"
"1102","5:32.7","152.250","21.505","87.594"
"1103","5:33.0","152.352","21.507","87.746"
"1104","5:33.3","152.494","21.522","88.360"
"1105","5:33.6","152.652","21.512","88.833"
"1106","5:33.9","152.933","21.501","89.220"
"1107","5:34.2","153.378","21.495","89.898"
"1108","5:34.5","153.722","21.478","90.089"
"1109","5:34.8","153.768","21.472","90.039"
"1110","5:35.1","153.863","21.475","89.760"
"1111","5:35.4","153.911","21.486","89.072"
"1112","5:35.7","153.888","21.472","89.043"
"1113","5:36.1","153.846","21.489","89.010"
"1114","5:36.4","153.853","21.558","89.216"
"1115","5:36.7","153.907","21.506","89.143"
"1116","5:37.0","154.140","21.463","89.154"
"1117","5:37.3","154.294","21.530","89.430"
"1118","5:37.6","154.430","21.505","89.973"
"1119","5:37.9","154.690","21.462","90.305"
"1120","5:38.2","154.945","21.450","90.664"
"1121","5:38.5","155.416","21.522","91.277"
"1122","5:38.8","155.743","21.505","91.861"
"1123","5:39.1","156.048","21.504","92.526"
"1124","5:39.4","156.514","21.535","92.788"
"1125","5:39.7","156.668","21.507","92.956"
"1126","5:40.0","156.714","21.506","93.149"
"1127","5:40.3","156.850","21.522","93.210"
"1128","5:40.6","156.888","21.498","92.742"
"1129","5:40.9","156.779","21.515","92.119"
"1130","5:41.2","156.806","21.527","91.372"
"1131","5:41.5","156.711","21.501","91.369"
"1132","5:41.8","156.634","21.502","91.686"
"1133","5:42.1","156.769","21.501","92.341"
"1134","5:42.4","156.887","21.498","92.357"
"1135","5:42.7","156.855","21.484","92.079"
"1136","5:43.0","156.898","21.503","91.921"
"1137","5:43.3","156.932","21.500","92.138"
"1138","5:43.6","156.909","21.472","92.849"
"1139","5:43.9","157.109","21.458","93.665"
"1140","5:44.2","157.406","21.463","94.412"
"1141","5:44.5","157.791","21.451","94.443"
"1142","5:44.8","157.943","21.443","94.613"
"1143","5:45.1","158.153","21.440","94.496"
"1144","5:45.4","158.385","21.441","94.428"
"1145","5:45.7","158.523","21.422","93.614"
"1146","5:46.0","158.496","21.446","93.355"
"1147","5:46.3","158.417","21.449","93.486"
"1148","5:46.6","158.642","21.432","93.004"
"1149","5:46.9","158.760","21.436","92.828"
"1150","5:47.2","158.862","21.425","92.814"
"1151","5:47.5","158.886","21.388","93.162"
"1152","5:47.8","159.137","21.436","93.994"
"1153","5:48.1","159.364","21.427","94.276"
"1154","5:48.4","159.578","21.403","94.346"
"1155","5:48.7","159.703","21.474","94.757"
"1156","5:49.0","159.672","21.478","94.327"
"1157","5:49.3","159.684","21.453","93.960"
"1158","5:49.6","159.665","21.470","93.827"
"1159","5:49.9","159.548","21.487","93.761"
"1160","5:50.2","159.547","21.480","94.283"
"1161","5:50.5","159.853","21.487","94.293"
"1162","5:50.8","159.965","21.486","93.969"
"1163","5:51.1","159.921","21.488","93.990"
"1164","5:51.4","159.913","21.491","94.363"
"1165","5:51.8","159.972","21.495","94.170"
"1166","5:52.1","160.071","21.496","94.112"
"1167","5:52.4","160.109","21.495","93.764"
"1168","5:52.7","160.081","21.480","93.827"
"1169","5:53.0","160.156","21.505","93.846"
"1170","5:53.3","160.238","21.509","93.460"
"1171","5:53.6","160.223","21.496","93.463"
"1172","5:53.9","160.337","21.488","93.994"
"1173","5:54.2","160.429","21.450","94.624"
"1174","5:54.5","160.520","21.424","95.286"
"1175","5:54.8","160.676","21.473","95.858"
"1176","5:55.1","160.896","21.463","96.864"
"1177","5:55.4","161.129","21.448","96.671"
"1178","5:55.7","161.198","21.467","96.449"
"1179","5:56.0","161.344","21.451","96.194"
"1180","5:56.3","161.589","21.488","95.967"
"1181","5:56.6","161.919","21.511","95.750"
"1182","5:56.9","162.076","21.474","95.687"
"1183","5:57.2","162.177","21.480","96.013"
"1184","5:57.5","162.294","21.438","96.011"
"1185","5:57.8","162.219","21.481","96.310"
"1186","5:58.1","162.287","21.465","96.817"
"1187","5:58.4","162.594","21.456","97.685"
"1188","5:58.7","163.011","21.575","97.866"
"1189","5:59.0","163.186","21.602","98.307"
"1190","5:59.3","163.292","21.568","98.777"
"1191","5:59.6","163.645","21.539","99.220"
"1192","5:59.9","164.011","21.529","99.797"
"1193","6:00.2","164.549","21.537","100.377"
"1194","6:00.5","165.139","21.555","100.841"
"1195","6:00.8","165.427","21.552","101.324"
"1196","6:01.1","165.593","21.549","101.097"
"1197","6:01.4","165.583","21.556","100.996"
"1198","6:01.7","165.589","21.546","99.907"
"1199","6:02.0","165.573","21.539","99.144"
"1200","6:02.3","165.563","21.538","98.693"
"1201","6:02.6","165.523","21.549","98.586"
"1202","6:02.9","165.628","21.554","98.262"
"1203","6:03.2","165.636","21.524","98.110"
"1204","6:03.5","165.440","21.556","97.839"
"1205","6:03.8","165.240","21.538","97.167"
"1206","6:04.1","165.120","21.535","97.114"
"1207","6:04.4","165.060","21.535","97.096"
"1208","6:04.7","165.005","21.531","97.203"
"1209","6:05.0","165.155","21.535","97.168"
"1210","6:05.3","165.282","21.506","96.854"
"1211","6:05.6","165.394","21.557","97.077"
"1212","6:05.9","165.486","21.549","97.443"
"1213","6:06.2","165.483","21.546","97.618"
"1214","6:06.5","165.365","21.558","97.620"
"1215","6:06.8","165.396","21.623","97.796"
"1216","6:07.1","165.348","21.609","98.277"
"1217","6:07.5","165.254","21.593","98.446"
"1218","6:07.8","165.222","21.575","98.424"
"1219","6:08.1","165.168","21.527","98.427"
"1220","6:08.4","165.228","21.577","98.068"
"1221","6:08.7","165.223","21.588","97.854"
"1222","6:09.0","165.272","21.564","97.868"
"1223","6:09.3","165.382","21.620","97.627"
"1224","6:09.6","165.291","21.626","97.512"
"1225","6:09.9","165.285","21.621","97.591"
"1226","6:10.2","165.266","21.617","97.898"
"1227","6:10.5","165.273","21.614","97.977"
"1228","6:10.8","165.439","21.613","98.260"
"1229","6:11.1","165.521","21.616","98.566"
