Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
61.171173,0.8,26.95,2008,2,2,0,48.94,1,0,
61.171173,1,26.95,1984,4,2,0,61.17,1,0,
61.141144,1.8,26.95,1981,5,3,0,110.05,1,0,
61.171173,1.6,26.95,1984,6,3,0,97.87,1,0,
61.141144,3.4,26.95,1989,8,4,0,207.88,1,0,
61.201202,10.2,26.92,1563,8,8,0,624.25,1,0,
60.960964,12.8,26.92,1931,9,9,0,780.3,1,0,
61.021023,13,26.92,873,9,8,0,793.27,1,0,
60.990993,12.2,26.92,1981,9,8,0,744.09,1,0,
60.960964,9.6,26.92,1532,9,7,0,585.23,1,0,
60.930931,11.6,26.92,1935,9,9,0,706.8,1,0,
60.990993,14.8,26.92,889,9,8,0,902.67,1,0,
60.900902,12.8,26.92,1728,9,9,0,779.53,1,0,
60.990993,13,26.92,1555,9,8,0,792.88,1,0,
60.870872,11.2,26.92,1924,9,9,0,681.75,1,0,
60.990993,13.8,26.92,890,9,7,0,841.68,1,0,
60.960964,9.8,26.95,1987,9,8,0,597.42,1,0,
60.870872,13.6,27.05,1554,9,8,0,827.84,1,0,
60.900902,11.4,27.08,1910,9,9,0,694.27,1,0,
60.990993,13.8,27.15,888,9,8,0,841.68,1,0,
61.021023,8.4,27.23,893,9,7,0,512.58,1,0,
60.870872,12,27.28,1875,9,9,0,730.45,1,0,
60.870872,14.2,27.36,1913,9,9,0,864.37,1,0,
61.231232,11.8,27.41,1915,9,8,0,722.53,1,0,
60.960964,11,27.48,860,9,8,0,670.57,1,0,
60.930931,9.8,27.54,1932,9,9,0,597.12,1,0,
60.840843,15.8,27.61,1141,9,9,0,961.29,1,0,
60.960964,10.8,27.66,1984,9,8,0,658.38,1,0,
60.870872,14.2,27.74,1107,9,9,0,864.37,1,0,
60.930931,12.4,27.79,1914,9,9,0,755.54,1,0,
61.021023,14.8,27.87,907,9,8,0,903.11,1,0,
60.990993,9.2,27.92,1978,9,7,0,561.12,1,0,
61.261261,10.6,27.97,1549,9,9,0,649.37,1,0,
60.870872,12.8,28.02,1921,9,9,0,779.15,1,0,
60.900902,12.8,28.13,856,9,9,0,779.53,1,0,
60.960964,11.8,28.15,963,10,8,0,719.34,1,0,
60.900902,10.4,28.26,1831,9,9,0,633.37,1,0,
60.930931,14,28.28,1955,10,9,0,853.03,1,0,
60.930931,11.6,28.33,1973,9,8,0,706.8,1,0,
60.870872,13.2,28.44,901,10,9,0,803.5,1,0,
60.900902,12.2,28.46,1950,9,9,0,742.99,1,0,
60.900902,15.2,28.51,943,10,9,0,925.69,1,0,
61.021023,10.2,28.59,1981,9,7,0,622.41,1,0,
61.051052,11.6,28.64,1518,10,9,0,708.19,1,0,
60.900902,11.8,28.69,1905,9,9,0,718.63,1,0,
60.930931,13.4,28.77,861,10,9,0,816.47,1,0,
60.960964,12.6,28.82,1126,9,8,0,768.11,1,0,
60.960964,10,28.82,1580,10,9,0,609.61,1,0,
60.900902,13.6,28.9,1950,9,9,0,828.25,1,0,
60.930931,12.2,28.98,1601,9,8,0,743.36,1,0,
60.930931,13.2,29.03,918,9,9,0,804.29,1,0,
60.930931,12,29.08,1630,9,9,0,731.17,1,0,
60.900902,11.2,29.14,1901,8,8,0,682.09,1,0,
60.960964,11.4,29.16,1763,8,8,0,694.95,1,0,
60.930931,10.2,29.24,894,8,8,0,621.5,1,0,
60.930931,12.6,29.27,1806,8,9,0,767.73,1,0,
60.990993,10,29.32,1913,8,8,0,609.91,1,0,
61.021023,12.6,29.34,849,8,7,0,768.86,1,0,
60.960964,9.6,29.4,1232,8,8,0,585.23,1,0,
60.900902,12.4,29.42,1553,8,8,0,755.17,1,0,
60.930931,9.4,29.47,1899,8,8,0,572.75,1,0,
61.021023,13.8,29.53,867,8,8,0,842.09,1,0,
61.021023,9.8,29.58,1981,8,8,0,598.01,1,0,
60.960964,10.6,29.6,863,8,8,0,646.19,1,0,
60.960964,10.6,29.68,1949,8,8,0,646.19,1,0,
60.900902,13.2,29.71,955,8,9,0,803.89,1,0,
61.021023,10.6,29.74,1980,8,8,0,646.82,1,0,
60.960964,10.2,29.79,877,8,8,0,621.8,1,0,
60.990993,10.6,29.81,1936,8,8,0,646.5,1,0,
60.900902,12.4,29.87,1319,8,8,0,755.17,1,0,
60.960964,10.8,29.89,1964,8,8,0,658.38,1,0,
60.990993,9.6,29.92,871,8,8,0,585.51,1,0,
61.021023,9.6,29.94,1921,8,8,0,585.8,1,0,
60.930931,11.4,30,1909,8,8,0,694.61,1,0,
60.960964,10.6,30.02,1195,8,8,0,646.19,1,0,
60.990993,10.6,30.08,1016,8,8,0,646.5,1,0,
60.960964,9.4,30.1,1601,8,8,0,573.03,1,0,
61.021023,9.4,30.13,1903,8,8,0,573.6,1,0,
60.900902,11.6,30.15,844,8,8,0,706.45,1,0,
61.021023,11.2,30.21,1980,8,8,0,683.44,1,0,
60.960964,10,30.23,876,8,8,0,609.61,1,0,
60.990993,10,30.26,1952,8,8,0,609.91,1,0,
60.900902,11.2,30.29,1467,8,8,0,682.09,1,0,
60.990993,10.2,30.34,1974,8,8,0,622.11,1,0,
61.081081,9.6,30.34,879,9,8,0,586.38,1,0,
60.990993,9.6,30.39,1866,8,8,0,585.51,1,0,
60.960964,10.6,30.42,1840,9,8,0,646.19,1,0,
60.960964,10.6,30.44,847,8,8,0,646.19,1,0,
60.960964,11,30.47,1724,9,8,0,670.57,1,0,
61.021023,9.6,30.52,1585,8,8,0,585.8,1,0,
60.960964,10,30.52,1905,9,9,0,609.61,1,0,
61.021023,11,30.55,865,8,8,0,671.23,1,0,
60.960964,11.6,30.6,1981,9,9,0,707.15,1,0,
60.930931,10.6,30.63,1433,8,8,0,645.87,1,0,
61.111111,9.8,30.63,1950,9,9,0,598.89,1,0,
61.021023,11.2,30.65,887,8,8,0,683.44,1,0,
60.930931,10.6,30.71,1615,9,9,0,645.87,1,0,
60.930931,11,30.76,1566,8,8,0,670.24,1,0,
60.900902,11,30.76,1975,9,9,0,669.91,1,0,
60.990993,11.4,30.79,1547,8,8,0,695.3,1,0,
60.960964,10.2,30.81,877,9,8,0,621.8,1,0,
60.960964,10.4,30.84,1885,8,8,0,633.99,1,0,
60.870872,13,30.87,1969,8,9,0,791.32,1,0,
60.990993,9.6,30.92,1969,8,8,0,585.51,1,0,
60.900902,11.4,30.92,882,8,9,0,694.27,1,0,
60.990993,9.6,30.97,1931,8,8,0,585.51,1,0,
