Time (s),Power (W),Stator Body (°C)
0.0,537.057,24.815
0.1,537.057,24.813000000000002
0.2,537.057,24.811
0.30000000000000004,537.057,24.809
0.4,537.057,24.815333333333335
0.5,537.057,24.821666666666665
0.6000000000000001,537.057,24.828
0.7000000000000001,537.057,24.829333333333334
0.8,537.057,24.830666666666666
0.9,537.057,24.832
1.0,537.057,24.827666666666666
1.1,537.057,24.823333333333334
1.2000000000000002,537.057,24.819
1.3,537.057,24.82133333333333
1.4000000000000001,537.057,24.823666666666668
1.5,537.057,24.826
1.6,538.1206666666667,24.823666666666668
1.7000000000000002,539.1843333333334,24.82133333333333
1.8,540.248,24.819
1.9000000000000001,541.3116666666667,24.816
2.0,542.3753333333334,24.813
2.1,543.4390000000001,24.81
2.2,544.5026666666668,24.808666666666667
2.3000000000000003,545.5663333333333,24.807333333333332
2.4000000000000004,546.63,24.806
2.5,547.6936666666667,24.808666666666667
2.6,548.7573333333333,24.811333333333334
2.7,549.821,24.814
2.8000000000000003,550.8846666666667,24.82133333333333
2.9000000000000004,551.9483333333334,24.828666666666667
3.0,553.0120000000001,24.836
3.1,554.0756666666667,24.837666666666667
3.2,555.1393333333334,24.839333333333332
3.3000000000000003,556.2030000000001,24.841
3.4000000000000004,557.2666666666668,24.846666666666668
3.5,558.3303333333334,24.852333333333334
3.6,559.3940000000001,24.858
3.7,560.4576666666668,24.858333333333334
3.8000000000000003,561.5213333333334,24.858666666666668
3.9000000000000004,562.585,24.859
4.0,563.6486666666667,24.858666666666668
4.1000000000000005,564.7123333333334,24.858333333333334
4.2,565.7760000000001,24.858
4.3,566.8396666666667,24.855666666666668
4.4,567.9033333333334,24.85333333333333
4.5,568.9670000000001,24.851
4.6000000000000005,569.6569222222223,24.852999999999998
4.7,570.3468444444445,24.855
4.800000000000001,571.0367666666667,24.857
4.9,571.7266888888889,24.857333333333333
5.0,572.4166111111113,24.857666666666667
5.1000000000000005,573.1065333333335,24.858
5.2,573.7964555555557,24.858333333333334
5.300000000000001,574.4863777777779,24.858666666666668
5.4,575.1763000000001,24.859
5.5,575.8662222222223,24.858666666666668
5.6000000000000005,576.5561444444445,24.858333333333334
5.7,577.2460666666667,24.858
5.800000000000001,577.9359888888889,24.853666666666665
5.9,578.6259111111111,24.849333333333334
6.0,579.3158333333333,24.845
6.1000000000000005,580.0057555555557,24.844666666666665
6.2,580.6956777777779,24.844333333333335
6.300000000000001,581.3856000000001,24.844
6.4,582.0755222222223,24.849
6.5,582.7654444444445,24.854000000000003
6.6000000000000005,583.4553666666667,24.859
6.7,584.1452888888889,24.861666666666668
6.800000000000001,584.8352111111111,24.864333333333335
6.9,585.5251333333333,24.867
7.0,586.2150555555556,24.865333333333332
7.1000000000000005,586.9049777777778,24.863666666666667
7.2,587.5949,24.862
7.300000000000001,588.2848222222223,24.859333333333332
7.4,588.9747444444445,24.856666666666666
7.5,589.6646666666667,24.854
7.6000000000000005,589.7936222222222,24.855666666666668
7.7,589.9225777777777,24.857333333333333
7.800000000000001,590.0515333333334,24.859
7.9,590.1804888888889,24.862000000000002
8.0,590.3094444444445,24.865
8.1,590.4384,24.868
8.200000000000001,590.5673555555555,24.868666666666666
8.3,590.6963111111112,24.869333333333334
8.4,590.8252666666667,24.87
8.5,590.9542222222223,24.876333333333335
8.6,591.0831777777778,24.882666666666665
8.700000000000001,591.2121333333333,24.889
8.8,591.341088888889,24.89
8.9,591.4700444444445,24.891
9.0,591.599,24.892
9.1,591.7279555555556,24.897
9.200000000000001,591.8569111111111,24.902
9.3,591.9858666666668,24.907
9.4,592.1148222222223,24.912
9.5,592.2437777777778,24.917
9.600000000000001,592.3727333333334,24.922
9.700000000000001,592.5016888888889,24.932666666666666
9.8,592.6306444444446,24.943333333333335
9.9,592.7596000000001,24.954
10.0,592.8885555555556,24.96
10.100000000000001,593.0175111111112,24.966
10.200000000000001,593.1464666666667,24.972
10.3,593.2754222222223,24.974
10.4,593.4043777777779,24.976000000000003
10.5,593.5333333333334,24.978
10.600000000000001,593.4914111111112,24.982666666666667
10.700000000000001,593.4494888888889,24.987333333333336
10.8,593.4075666666668,24.992
10.9,593.3656444444446,24.995
11.0,593.3237222222223,24.998
11.100000000000001,593.2818000000001,25.001
11.200000000000001,593.2398777777779,25.001333333333335
11.3,593.1979555555556,25.001666666666665
11.4,593.1560333333334,25.002
11.5,593.1141111111112,25.006999999999998
11.600000000000001,593.072188888889,25.012
11.700000000000001,593.0302666666668,25.017
11.8,592.9883444444446,25.02
11.9,592.9464222222223,25.023
12.0,592.9045000000001,25.026
12.100000000000001,592.8625777777779,25.045333333333332
12.200000000000001,592.8206555555556,25.064666666666668
12.3,592.7787333333334,25.084
12.4,592.7368111111113,25.085
12.5,592.694888888889,25.086
12.600000000000001,592.6529666666668,25.087
12.700000000000001,592.6110444444446,25.089666666666666
12.8,592.5691222222223,25.092333333333332
12.9,592.5272000000001,25.095
13.0,592.4852777777779,25.101333333333333
13.100000000000001,592.4433555555556,25.107666666666667
13.200000000000001,592.4014333333334,25.114
13.3,592.3595111111113,25.122
13.4,592.317588888889,25.130000000000003
13.5,592.2756666666668,25.138
13.600000000000001,592.8016555555557,25.145333333333333
13.700000000000001,593.3276444444446,25.15266666666667
13.8,593.8536333333335,25.16
13.9,594.3796222222223,25.167
14.0,594.9056111111113,25.174
14.100000000000001,595.4316000000001,25.181
14.200000000000001,595.9575888888891,25.179000000000002
14.3,596.4835777777779,25.177
14.4,597.0095666666668,25.175
14.5,597.5355555555557,25.183666666666667
14.600000000000001,598.0615444444446,25.192333333333334
14.700000000000001,598.5875333333335,25.201
14.8,599.1135222222224,25.207
14.9,599.6395111111112,25.213
15.0,600.1655000000001,25.219
15.100000000000001,600.691488888889,25.220666666666666
15.200000000000001,601.217477777778,25.222333333333335
15.3,601.7434666666668,25.224
15.4,602.2694555555557,25.23125
15.5,602.7954444444446,25.238500000000002
15.600000000000001,603.3214333333335,25.24575
15.700000000000001,603.8474222222223,25.253
15.8,604.3734111111113,25.25733333333333
15.9,604.8994000000001,25.261666666666667
16.0,605.4253888888891,25.266
16.1,605.9513777777779,25.270666666666667
16.2,606.4773666666667,25.275333333333332
16.3,607.0033555555557,25.28
16.400000000000002,607.5293444444446,25.28666666666667
16.5,608.0553333333335,25.293333333333333
16.6,607.436088888889,25.3
16.7,606.8168444444445,25.309
16.8,606.1976000000001,25.318
16.900000000000002,605.5783555555556,25.327
17.0,604.9591111111112,25.328666666666667
17.1,604.3398666666667,25.330333333333336
17.2,603.7206222222223,25.332
17.3,603.1013777777778,25.343666666666667
17.400000000000002,602.4821333333333,25.355333333333334
17.5,601.862888888889,25.367
17.6,601.2436444444445,25.381333333333334
17.7,600.6244,25.395666666666667
17.8,600.0051555555556,25.41
17.900000000000002,599.3859111111111,25.412333333333333
18.0,598.7666666666667,25.41466666666667
18.1,598.1474222222222,25.417
18.2,597.5281777777777,25.431
18.3,596.9089333333333,25.445
18.400000000000002,596.2896888888888,25.459
18.5,595.6704444444443,25.466666666666665
18.6,595.0511999999999,25.474333333333334
18.7,594.4319555555555,25.482
18.8,593.812711111111,25.500333333333334
18.900000000000002,593.1934666666665,25.518666666666665
19.0,592.5742222222221,25.537
19.1,591.9549777777777,25.559666666666665
19.200000000000003,591.3357333333332,25.582333333333334
19.3,590.7164888888888,25.605
19.400000000000002,590.0972444444443,25.639333333333333
19.5,589.4779999999998,25.673666666666666
19.6,588.423422222222,25.708
19.700000000000003,587.3688444444442,25.752333333333333
19.8,586.3142666666665,25.796666666666667
19.900000000000002,585.2596888888887,25.841
20.0,584.205111111111,25.885
20.1,583.1505333333332,25.929
20.200000000000003,582.0959555555554,25.973
20.3,581.0413777777777,26.006666666666668
20.400000000000002,579.9867999999999,26.040333333333333
20.5,578.9322222222221,26.074
20.6,577.8776444444444,26.11366666666667
20.700000000000003,576.8230666666666,26.153333333333336
20.8,575.7684888888888,26.193
20.900000000000002,574.713911111111,26.232333333333337
21.0,573.6593333333333,26.27166666666667
21.1,572.6047555555555,26.311
21.200000000000003,571.5501777777777,26.34766666666667
21.3,570.4956,26.384333333333334
21.400000000000002,569.4410222222222,26.421
21.5,568.3864444444445,26.453333333333333
21.6,567.3318666666667,26.485666666666667
21.700000000000003,566.2772888888888,26.518
21.8,565.2227111111112,26.548000000000002
21.900000000000002,564.1681333333333,26.578
22.0,563.1135555555555,26.608
22.1,562.0589777777778,26.651666666666667
22.200000000000003,561.0044,26.695333333333338
22.3,559.9498222222222,26.739
