Time (s),Power (W),Winding Temp (°C)
13.200000000000001,687.28,33.205
13.3,660.02,33.317
13.4,529.33,33.428999999999995
13.5,658.64,33.541
13.600000000000001,445.73,33.665333333333336
13.700000000000001,658.37,33.78966666666667
13.8,472.31,33.914
13.9,585.57,34.04833333333333
14.0,457.03,34.18266666666666
14.100000000000001,686.13,34.317
14.200000000000001,501.35,34.44733333333333
14.3,700.71,34.577666666666666
14.4,587.05,34.708
14.5,486.21,34.833666666666666
14.600000000000001,615.17,34.95933333333333
14.700000000000001,472.11,35.085
14.8,601.37,35.21633333333334
14.9,429.55,35.34766666666667
15.0,672.68,35.479
15.100000000000001,515.46,35.564750000000004
15.200000000000001,673.53,35.6505
15.3,573.21,35.73625
15.4,657.54,35.822
15.5,586.8,35.955333333333336
15.600000000000001,471.32,36.08866666666667
15.700000000000001,701.6,36.222
15.8,458.57,36.33666666666667
15.9,556.31,36.45133333333334
16.0,428.83,36.566
16.1,643.78,36.696000000000005
16.2,558.41,36.826
16.3,715.02,36.956
16.400000000000002,601.37,37.101333333333336
16.5,557.01,37.24666666666667
16.6,701.01,37.392
16.7,515.03,37.50966666666667
16.8,544.32,37.62733333333333
16.900000000000002,457.8,37.745
17.0,590.99,37.87933333333333
17.1,445.54,38.01366666666667
17.2,715.02,38.148
17.3,558.41,38.289
17.400000000000002,557.48,38.43
17.5,601.12,38.571
17.6,529.56,38.690333333333335
17.7,587.05,38.809666666666665
17.8,486.41,38.929
17.900000000000002,472.11,39.07033333333334
18.0,428.29,39.211666666666666
18.1,715.32,39.353
18.2,486.82,39.491
18.3,701.89,39.629
18.400000000000002,515.68,39.767
18.5,643.24,39.886
18.6,615.69,40.005
18.7,427.93,40.124
18.8,615.43,40.24566666666667
18.900000000000002,443.68,40.367333333333335
19.0,615.69,40.489
19.1,442.75,40.62233333333334
19.200000000000003,501.98,40.75566666666667
19.3,743.3,40.889
19.400000000000002,558.41,40.97766666666667
19.5,572.01,41.06633333333333
19.6,587.05,41.155
19.700000000000003,444.24,41.27033333333333
19.8,572.97,41.385666666666665
19.900000000000002,457.99,41.501
20.0,633.44,41.576
20.1,501.14,41.650999999999996
20.200000000000003,701.3,41.726
20.3,558.41,41.81
20.400000000000002,614.4,41.894000000000005
20.5,586.8,41.978
20.6,456.84,42.07033333333334
20.700000000000003,487.03,42.162666666666674
20.8,472.31,42.255
20.900000000000002,529.56,42.33433333333333
21.0,430.99,42.41366666666667
21.1,659.2,42.493
21.200000000000003,487.03,42.60933333333334
21.3,672.11,42.72566666666666
21.400000000000002,687.28,42.842
21.5,513.3,42.961
21.6,658.64,43.08
21.700000000000003,500.72,43.199000000000005
21.8,529.56,43.303000000000004
21.900000000000002,472.11,43.407000000000004
22.0,641.35,43.511
22.1,472.5,43.660000000000004
22.200000000000003,673.24,43.809000000000005
22.3,501.35,43.958
22.400000000000002,629.21,44.07066666666667
22.5,629.74,44.18333333333333
22.6,443.12,44.296
22.700000000000003,644.32,44.412
22.8,443.68,44.528
22.900000000000002,629.74,44.644
23.0,443.5,44.76433333333333
23.1,729.93,44.88466666666667
23.200000000000003,486.82,45.005
23.3,731.15,45.089333333333336
23.400000000000002,530.22,45.17366666666667
23.5,528.0,45.258
23.6,529.78,45.355333333333334
23.700000000000003,500.72,45.452666666666666
23.8,701.6,45.55
23.900000000000002,443.68,45.655
24.0,617.24,45.760000000000005
24.1,400.24,45.865
24.200000000000003,700.71,45.951
24.3,486.82,46.037
24.400000000000002,700.71,46.123
24.5,601.37,46.23733333333333
24.6,571.53,46.35166666666667
24.700000000000003,544.32,46.46600000000001
24.8,500.51,46.56966666666667
24.900000000000002,528.67,46.67333333333333
25.0,457.99,46.776999999999994
25.1,627.36,46.86833333333333
25.200000000000003,501.14,46.95966666666667
25.3,729.93,47.051
25.400000000000002,501.77,47.16433333333334
25.5,729.01,47.27766666666667
25.6,500.93,47.391
25.700000000000003,587.3,47.489333333333335
25.8,457.61,47.587666666666664
25.900000000000002,613.11,47.686
26.0,457.8,47.788999999999994
26.1,701.3,47.892
26.200000000000003,473.1,47.995000000000005
26.3,757.28,48.11266666666666
26.400000000000002,715.62,48.230333333333334
26.5,529.11,48.34799999999999
26.6,515.68,48.44133333333333
26.700000000000003,443.5,48.534666666666666
26.8,587.05,48.628
26.900000000000002,486.62,48.73366666666667
27.0,627.1,48.839333333333336
27.1,446.29,48.94500000000001
27.200000000000003,658.37,49.06066666666667
27.3,601.37,49.17633333333333
27.400000000000002,571.77,49.292
27.5,529.78,49.39566666666666
27.6,499.67,49.49933333333334
27.700000000000003,601.37,49.60300000000001
27.8,457.99,49.74333333333333
27.900000000000002,629.48,49.88366666666667
28.0,443.87,50.023999999999994
28.1,758.23,50.15133333333333
28.200000000000003,444.05,50.278666666666666
28.3,771.57,50.406
28.400000000000002,572.73,50.51733333333333
28.5,534.0,50.62866666666667
28.6,601.62,50.74000000000001
28.700000000000003,557.71,50.86900000000001
28.8,515.46,50.998000000000005
28.900000000000002,487.03,51.127
29.0,658.64,51.23433333333333
29.1,417.32,51.34166666666667
29.200000000000003,772.22,51.449000000000005
29.3,501.35,51.559
29.400000000000002,729.32,51.669000000000004
29.5,544.1,51.778999999999996
29.6,484.78,51.89533333333333
29.700000000000003,644.05,52.01166666666667
29.8,445.36,52.128
29.900000000000002,558.65,52.22666666666667
30.0,486.82,52.32533333333333
30.1,675.78,52.42400000000001
30.200000000000003,458.38,52.536
30.3,686.7,52.647999999999996
30.400000000000002,515.89,52.76
30.5,614.91,52.87466666666666
30.6,672.68,52.989333333333335
30.700000000000003,429.01,53.104
30.8,572.97,53.16875
30.900000000000002,458.19,53.2335
31.0,518.27,53.29825
31.1,443.68,53.36300000000001
31.200000000000003,630.27,53.47166666666667
31.3,487.03,53.580333333333336
31.400000000000002,757.92,53.689
31.5,601.12,53.79933333333333
31.6,600.36,53.90966666666667
31.700000000000003,601.37,54.02
31.8,529.33,54.120000000000005
31.900000000000002,601.12,54.220000000000006
32.0,472.11,54.32
32.1,786.52,54.44366666666667
32.2,416.62,54.56733333333334
32.300000000000004,701.3,54.69100000000001
32.4,486.82,54.82366666666667
32.5,728.7,54.95633333333334
32.6,544.1,55.089000000000006
32.7,528.89,55.20266666666667
32.800000000000004,615.69,55.31633333333333
32.9,472.11,55.42999999999999
33.0,658.37,55.55766666666666
33.1,443.5,55.68533333333333
33.2,677.76,55.813
33.300000000000004,472.7,55.93033333333334
33.4,716.82,56.047666666666665
33.5,502.19,56.165
33.6,629.21,56.29533333333333
33.7,615.69,56.42566666666667
33.800000000000004,532.44,56.556000000000004
33.9,629.74,56.675333333333334
34.0,486.62,56.79466666666667
34.1,630.27,56.91400000000001
34.2,400.24,57.00133333333334
34.300000000000004,645.14,57.08866666666667
34.4,501.14,57.175999999999995
34.5,771.57,57.282999999999994
34.6,544.32,57.39
34.7,586.31,57.497
34.800000000000004,701.3,57.589666666666666
34.9,514.81,57.68233333333333
35.0,558.65,57.775
35.1,429.91,57.85766666666667
35.2,674.37,57.94033333333334
35.300000000000004,414.71,58.02300000000001
35.4,774.16,58.12500000000001
35.5,487.03,58.227000000000004
35.6,700.71,58.32900000000001
35.7,515.68,58.415000000000006
35.800000000000004,499.46,58.501000000000005
35.9,558.41,58.586999999999996
36.0,501.35,58.68266666666666
36.1,615.69,58.778333333333336
36.2,529.56,58.874
36.300000000000004,772.54,58.976000000000006
36.4,458.19,59.077999999999996
36.5,702.19,59.18
36.6,573.69,59.263333333333335
36.7,629.21,59.34666666666667
36.800000000000004,572.73,59.43000000000001
36.9,500.93,59.538000000000004
37.0,573.21,59.646
37.1,472.31,59.754000000000005
37.2,602.63,59.87266666666667
37.300000000000004,443.5,59.99133333333334
37.4,701.01,60.10999999999999
37.5,487.03,60.20366666666666
37.6,785.86,60.29733333333333
37.7,530.0,60.391
37.800000000000004,642.97,60.50366666666667
37.9,558.41,60.61633333333333
38.0,557.95,60.729
38.1,644.05,60.827000000000005
38.2,414.19,60.925000000000004
38.300000000000004,664.17,61.02300000000001
38.400000000000006,501.98,61.11800000000001
38.5,714.11,61.21300000000001
38.6,629.74,61.30800000000001
38.7,572.25,61.42700000000001
38.800000000000004,701.3,61.546
38.900000000000006,444.43,61.665
39.0,644.32,61.767999999999994
39.1,415.75,61.870999999999995
39.2,744.24,61.974
39.300000000000004,472.7,62.096333333333334
39.400000000000006,714.41,62.21866666666667
39.5,515.68,62.341
39.6,514.16,62.49
39.7,515.68,62.639
39.800000000000004,557.95,62.788000000000004
39.900000000000006,558.18,62.91066666666668
40.0,486.01,63.03333333333334
40.1,661.13,63.156000000000006
40.2,501.14,63.286666666666676
40.300000000000004,814.77,63.41733333333334
40.400000000000006,472.7,63.548
40.5,600.86,63.67166666666666
40.6,615.69,63.79533333333333
40.7,614.91,63.919
40.800000000000004,615.69,64.03533333333334
40.900000000000006,457.8,64.15166666666667
41.0,615.69,64.268
41.1,443.87,64.41133333333333
41.2,715.02,64.55466666666666
41.300000000000004,429.55,64.69800000000001
41.400000000000006,657.54,64.83766666666668
41.5,515.46,64.97733333333333
41.6,473.89,65.11700000000002
41.7,843.36,65.25133333333333
41.800000000000004,572.97,65.38566666666667
41.900000000000006,700.42,65.52
42.0,772.86,65.66366666666666
42.1,475.68,65.80733333333332
42.2,586.8,65.951
42.300000000000004,515.03,66.04333333333332
42.400000000000006,672.96,66.13566666666667
42.5,515.24,66.228
42.6,715.32,66.33500000000001
42.7,572.73,66.44200000000001
42.800000000000004,742.68,66.549
42.900000000000006,501.56,66.63933333333334
43.0,571.77,66.72966666666667
43.1,601.37,66.82
43.2,557.71,66.888
43.300000000000004,557.95,66.956
43.400000000000006,430.27,67.024
43.5,717.42,67.116
43.6,445.17,67.208
43.7,729.32,67.3
43.800000000000004,558.65,67.41266666666667
43.900000000000006,586.8,67.52533333333334
44.0,715.62,67.638
44.1,586.31,67.74233333333333
44.2,715.32,67.84666666666666
44.300000000000004,429.55,67.95100000000001
44.400000000000006,701.01,68.08333333333334
44.5,428.47,68.21566666666666
44.6,664.72,68.34800000000001
44.7,486.62,68.46566666666666
44.800000000000004,800.14,68.58333333333333
44.900000000000006,558.65,68.701
45.0,641.08,68.81333333333332
45.1,729.62,68.92566666666666
45.2,557.95,69.038
45.300000000000004,529.78,69.17033333333333
45.400000000000006,530.44,69.30266666666667
45.5,723.12,69.435
45.6,443.68,69.53666666666668
45.7,729.32,69.63833333333334
45.800000000000004,558.41,69.74000000000001
45.900000000000006,714.71,69.85733333333334
46.0,501.14,69.97466666666666
46.1,542.27,70.09200000000001
46.2,715.62,70.22500000000001
46.300000000000004,515.24,70.358
46.400000000000006,416.45,70.491
46.5,734.52,70.5645
46.6,501.14,70.638
46.7,771.89,70.7115
46.800000000000004,572.73,70.78500000000001
46.900000000000006,629.48,70.90566666666668
47.0,630.01,71.02633333333334
47.1,546.83,71.14700000000002
47.2,630.01,71.26866666666668
47.300000000000004,415.23,71.39033333333334
47.400000000000006,656.71,71.512
47.5,500.72,71.61733333333333
47.6,772.54,71.72266666666667
47.7,544.1,71.828
47.800000000000004,788.17,71.95766666666667
47.900000000000006,587.3,72.08733333333333
48.0,629.21,72.217
48.1,515.46,72.333
48.2,529.11,72.449
48.300000000000004,557.24,72.56500000000001
48.400000000000006,415.58,72.67433333333334
48.5,661.13,72.78366666666668
48.6,544.1,72.89300000000001
48.7,786.85,73.02466666666668
48.800000000000004,572.97,73.15633333333334
48.900000000000006,757.6,73.288
49.0,715.32,73.40199999999999
49.1,644.05,73.51599999999999
49.2,744.24,73.63
49.300000000000004,515.68,73.75133333333333
49.400000000000006,642.16,73.87266666666667
49.5,515.46,73.994
49.6,761.42,74.11366666666667
49.7,515.46,74.23333333333333
49.800000000000004,800.48,74.353
49.900000000000006,616.98,74.45266666666667
50.0,685.26,74.55233333333334
50.1,701.01,74.65200000000002
50.2,543.87,74.766
50.300000000000004,601.37,74.88000000000001
50.400000000000006,544.1,74.994
50.5,658.37,75.11366666666666
50.6,472.31,75.23333333333332
50.7,688.14,75.353
50.800000000000004,501.35,75.45166666666667
50.900000000000006,758.87,75.55033333333334
51.0,515.68,75.649
51.1,557.48,75.77000000000001
51.2,687.28,75.891
51.300000000000004,472.7,76.01200000000001
51.400000000000006,672.68,76.11900000000001
51.5,442.94,76.226
51.6,678.04,76.333
51.7,515.46,76.42233333333334
51.800000000000004,672.4,76.51166666666667
51.900000000000006,587.05,76.601
52.0,656.71,76.70366666666666
52.1,758.23,76.80633333333333
52.2,629.48,76.909
52.300000000000004,630.01,76.976
52.400000000000006,614.91,77.043
52.5,575.14,77.11
52.6,429.73,77.19233333333334
52.7,786.85,77.27466666666668
52.800000000000004,572.73,77.35700000000001
52.900000000000006,842.65,77.462
53.0,616.46,77.56700000000001
53.1,660.85,77.672
53.2,644.05,77.73633333333333
53.300000000000004,600.61,77.80066666666666
53.400000000000006,772.54,77.865
53.5,529.33,77.94833333333332
53.6,661.41,78.03166666666667
53.7,518.27,78.115
53.800000000000004,743.62,78.19933333333333
53.900000000000006,558.41,78.28366666666666
54.0,700.71,78.368
54.1,672.68,78.432
54.2,586.07,78.49600000000001
54.300000000000004,672.68,78.56
54.400000000000006,572.25,78.64833333333334
54.5,716.22,78.73666666666668
54.6,486.62,78.825
54.7,630.01,78.89200000000001
54.800000000000004,459.53,78.959
54.900000000000006,772.22,79.026
55.0,630.27,79.09933333333332
55.1,729.01,79.17266666666666
55.2,658.37,79.246
55.300000000000004,671.83,79.32666666666667
55.400000000000006,530.0,79.40733333333334
55.5,530.44,79.488
55.6,631.86,79.551
55.7,486.21,79.614
55.800000000000004,748.3,79.677
55.900000000000006,532.67,79.76900000000002
56.0,643.78,79.861
56.1,587.05,79.95300000000002
56.2,714.41,80.06333333333335
56.300000000000004,544.1,80.17366666666669
56.400000000000006,518.7,80.28400000000002
56.5,686.99,80.37633333333335
56.6,557.95,80.46866666666668
56.7,714.41,80.561
56.800000000000004,489.07,80.68566666666668
56.900000000000006,716.52,80.81033333333335
57.0,544.32,80.935
57.1,714.41,81.05300000000001
57.2,587.05,81.171
57.300000000000004,500.93,81.28900000000002
57.400000000000006,701.3,81.39266666666667
57.5,500.93,81.49633333333334
57.6,686.99,81.60000000000001
57.7,529.33,81.70833333333334
57.800000000000004,801.15,81.81666666666668
57.900000000000006,489.48,81.92500000000001
58.0,914.83,82.03066666666668
58.1,558.41,82.13633333333334
58.2,657.81,82.242
58.300000000000004,743.93,82.34133333333334
58.400000000000006,561.46,82.44066666666667
58.5,644.32,82.54
58.6,501.35,82.665
58.7,727.17,82.79
58.800000000000004,514.59,82.915
58.900000000000006,661.13,82.98833333333334
59.0,501.35,83.06166666666668
59.1,788.17,83.135
59.2,699.24,83.20666666666668
59.300000000000004,786.52,83.27833333333334
59.400000000000006,600.86,83.35000000000001
59.5,687.28,83.435
59.6,486.21,83.52
59.7,735.14,83.605
59.800000000000004,486.01,83.67333333333333
59.900000000000006,743.93,83.74166666666667
60.0,544.32,83.81
60.1,684.97,83.91366666666667
60.2,715.32,84.01733333333334
60.300000000000004,585.57,84.121
60.400000000000006,487.23,84.21100000000001
60.5,586.56,84.301
60.6,571.29,84.391
60.7,529.33,84.47000000000001
60.800000000000004,658.64,84.549
60.900000000000006,529.78,84.62800000000001
61.0,701.01,84.74900000000001
61.1,701.6,84.87
61.2,671.27,84.991
61.300000000000004,601.37,85.10033333333334
61.400000000000006,572.25,85.20966666666668
61.5,758.23,85.319
61.6,557.71,85.424
61.7,843.72,85.52900000000001
61.800000000000004,471.71,85.634
61.900000000000006,844.78,85.71075
62.0,529.78,85.7875
62.1,788.17,85.86425
62.2,701.3,85.941
62.300000000000004,629.21,86.01033333333334
62.400000000000006,658.64,86.07966666666667
62.5,600.61,86.149
62.6,571.05,86.227
62.7,572.25,86.305
62.800000000000004,706.01,86.383
62.900000000000006,486.62,86.465
63.0,788.17,86.54700000000001
63.1,558.41,86.629
63.2,729.01,86.70966666666668
63.300000000000004,658.64,86.79033333333334
63.400000000000006,627.36,86.87100000000001
63.5,644.05,86.96166666666667
63.6,557.95,87.05233333333334
63.7,712.61,87.143
63.800000000000004,500.93,87.232
63.900000000000006,800.82,87.321
64.0,587.05,87.41
64.10000000000001,731.15,87.48433333333334
64.2,601.62,87.55866666666667
64.3,614.65,87.633
64.4,729.62,87.71966666666667
64.5,558.18,87.80633333333334
64.60000000000001,672.68,87.893
64.7,558.18,87.93433333333334
64.8,664.17,87.97566666666667
64.9,457.8,88.017
65.0,729.93,88.04933333333334
65.10000000000001,572.97,88.08166666666668
65.2,771.89,88.114
65.3,715.62,88.16066666666667
65.4,713.21,88.20733333333334
65.5,743.93,88.254
65.60000000000001,600.11,88.29233333333335
65.7,644.05,88.33066666666667
65.8,444.24,88.369
65.9,886.25,88.43433333333334
66.0,572.73,88.49966666666667
66.10000000000001,729.93,88.56500000000001
66.2,630.53,88.67233333333334
66.3,714.71,88.77966666666667
66.4,587.05,88.88700000000001
66.5,629.21,89.00200000000001
66.60000000000001,701.3,89.117
66.7,444.05,89.232
66.8,671.83,89.38
66.9,529.78,89.528
67.0,749.24,89.676
67.10000000000001,530.0,89.83433333333335
67.2,829.07,89.99266666666668
67.3,545.24,90.151
67.4,614.91,90.28300000000002
67.5,701.6,90.415
67.60000000000001,386.11,90.54700000000003
67.7,658.37,90.69866666666668
67.8,572.25,90.85033333333334
67.9,672.96,91.00200000000001
68.0,514.59,91.117
68.10000000000001,787.18,91.232
68.2,658.37,91.347
68.3,785.86,91.44533333333332
68.4,743.93,91.54366666666667
68.5,599.86,91.642
68.60000000000001,587.3,91.751
68.7,543.64,91.86
68.8,613.62,91.969
68.9,543.87,92.04433333333334
69.0,787.18,92.11966666666666
69.10000000000001,601.37,92.19500000000001
69.2,715.02,92.28333333333333
69.3,659.47,92.37166666666667
69.4,600.86,92.46000000000001
69.5,672.96,92.538
69.60000000000001,576.58,92.61600000000001
69.7,715.32,92.694
69.8,473.1,92.76266666666666
69.9,630.27,92.83133333333335
70.0,500.3,92.9
70.10000000000001,716.82,93.00533333333334
70.2,587.05,93.11066666666667
70.3,814.77,93.216
70.4,672.96,93.334
70.5,642.43,93.452
70.60000000000001,701.01,93.57000000000001
70.7,629.21,93.67233333333334
70.8,630.01,93.77466666666666
70.9,572.49,93.87700000000001
71.0,778.7,93.997
71.10000000000001,500.51,94.117
71.2,801.49,94.237
71.3,601.62,94.34066666666666
71.4,828.72,94.44433333333333
71.5,743.93,94.548
71.60000000000001,627.89,94.66233333333335
71.7,658.64,94.77666666666667
71.8,558.41,94.891
71.9,658.64,94.99766666666667
72.0,415.93,95.10433333333334
72.10000000000001,886.25,95.21100000000001
72.2,547.29,95.27333333333334
72.3,843.72,95.33566666666667
72.4,558.88,95.39800000000001
72.5,656.71,95.45333333333333
72.60000000000001,772.54,95.50866666666667
72.7,657.81,95.564
72.8,715.62,95.63066666666666
72.9,572.97,95.69733333333333
73.0,676.91,95.764
73.10000000000001,529.56,95.815
73.2,801.15,95.866
73.3,530.0,95.917
73.4,885.87,96.01866666666668
73.5,701.01,96.12033333333333
73.60000000000001,698.95,96.22200000000001
73.7,644.32,96.32400000000001
73.8,558.18,96.426
73.9,686.99,96.52800000000002
74.0,572.49,96.64366666666668
74.10000000000001,763.96,96.75933333333334
74.2,601.62,96.875
74.3,830.46,97.003
74.4,601.62,97.131
74.5,799.47,97.259
74.60000000000001,801.15,97.34933333333335
74.7,545.92,97.43966666666667
74.8,758.23,97.53
74.9,614.91,97.60600000000001
75.0,686.99,97.682
75.10000000000001,515.46,97.75800000000001
75.2,786.85,97.82933333333334
75.3,558.41,97.90066666666667
75.4,729.32,97.972
75.5,673.53,98.02166666666666
75.60000000000001,715.02,98.07133333333333
75.7,644.32,98.121
75.8,602.88,98.19266666666665
75.9,701.3,98.26433333333334
76.0,472.5,98.336
76.10000000000001,727.48,98.417
76.2,557.71,98.498
76.3,729.62,98.579
76.4,630.01,98.645
76.5,786.19,98.711
76.60000000000001,615.95,98.77700000000002
76.7,656.71,98.87633333333335
76.80000000000001,701.01,98.97566666666668
76.9,601.62,99.07500000000002
77.0,687.57,99.14766666666668
77.10000000000001,558.41,99.22033333333334
77.2,858.02,99.293
77.30000000000001,500.09,99.35833333333335
77.4,830.46,99.42366666666668
77.5,615.95,99.489
77.60000000000001,714.71,99.55650000000001
77.7,687.28,99.62400000000001
77.80000000000001,700.71,99.69150000000002
77.9,729.93,99.75900000000001
78.0,601.37,99.83966666666667
78.10000000000001,701.01,99.92033333333335
78.2,528.89,100.001
78.30000000000001,829.42,100.07900000000001
78.4,587.05,100.15700000000001
78.5,800.82,100.235
78.60000000000001,659.47,100.30133333333333
78.7,605.41,100.36766666666666
78.80000000000001,715.62,100.434
78.9,629.48,100.47633333333334
79.0,600.86,100.51866666666668
79.10000000000001,572.25,100.56100000000002
79.2,713.21,100.62233333333334
79.30000000000001,488.46,100.68366666666668
79.4,772.86,100.745
79.5,458.76,100.79066666666667
79.60000000000001,843.36,100.83633333333334
79.7,743.93,100.882
79.80000000000001,633.97,100.91900000000001
79.9,715.92,100.956
80.0,529.56,100.993
80.10000000000001,644.32,101.08966666666667
80.2,557.95,101.18633333333334
80.30000000000001,790.81,101.28300000000002
80.4,515.24,101.39200000000001
80.5,787.84,101.501
80.60000000000001,644.05,101.61000000000001
80.7,814.09,101.71433333333334
80.80000000000001,687.28,101.81866666666669
80.9,561.69,101.92300000000002
81.0,687.28,102.034
81.10000000000001,543.87,102.14500000000001
81.2,713.51,102.256
81.30000000000001,529.78,102.35000000000001
81.4,772.54,102.444
81.5,630.01,102.538
81.60000000000001,786.19,102.64133333333334
81.7,715.32,102.74466666666667
81.80000000000001,643.51,102.84800000000001
81.9,701.6,102.93566666666668
82.0,457.99,103.02333333333334
82.10000000000001,644.05,103.11100000000002
82.2,444.61,103.19066666666667
82.30000000000001,844.07,103.27033333333334
82.4,530.0,103.35000000000001
82.5,772.54,103.42266666666667
82.60000000000001,586.8,103.49533333333333
82.7,672.4,103.568
82.80000000000001,558.65,103.63000000000001
82.9,627.63,103.69200000000001
83.0,701.3,103.754
83.10000000000001,500.93,103.80733333333335
83.2,658.09,103.86066666666667
83.30000000000001,586.56,103.91400000000002
83.4,687.28,104.01533333333334
83.5,587.05,104.11666666666667
83.60000000000001,743.3,104.21800000000002
83.7,572.97,104.31066666666668
83.80000000000001,700.71,104.40333333333335
83.9,658.64,104.49600000000001
84.0,590.74,104.56566666666667
84.10000000000001,686.99,104.63533333333334
84.2,544.1,104.705
84.30000000000001,656.99,104.77666666666667
84.4,529.56,104.84833333333334
84.5,815.12,104.92
84.60000000000001,601.37,104.98033333333333
84.7,743.62,105.04066666666667
84.80000000000001,687.28,105.10100000000001
84.9,685.84,105.17133333333334
85.0,658.64,105.24166666666667
85.10000000000001,657.81,105.31200000000001
85.2,572.49,105.38966666666667
85.30000000000001,600.86,105.46733333333334
85.4,721.32,105.545
85.5,629.74,105.59466666666667
85.60000000000001,788.17,105.64433333333334
85.7,601.62,105.694
85.80000000000001,843.01,105.766
85.9,729.62,105.83800000000001
86.0,486.41,105.91
86.10000000000001,644.32,105.99533333333333
86.2,615.17,106.08066666666667
86.30000000000001,614.65,106.16600000000001
86.4,572.49,106.23433333333334
86.5,844.43,106.30266666666667
86.60000000000001,644.32,106.37100000000001
86.7,771.89,106.46866666666668
86.80000000000001,715.62,106.56633333333335
86.9,728.7,106.66400000000002
87.0,687.28,106.74566666666668
87.10000000000001,686.7,106.82733333333334
87.2,701.3,106.909
87.30000000000001,586.8,106.98833333333334
87.4,741.74,107.06766666666668
