Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
71.741745,0.8,23.45,1990,4,2,0,57.39,1,0,
71.741745,2,23.42,655,5,2,0,143.48,1,0,
71.711716,1.6,23.4,2229,7,3,0,114.74,1,0,
71.681686,3,23.4,2295,10,3,0,215.05,1,0,
71.591591,3.6,23.4,2074,13,5,0,257.73,1,0,
71.651657,12,23.4,890,16,5,0,859.82,1,0,
71.591591,7.6,23.38,1985,19,6,0,544.1,1,0,
71.531532,11.8,23.38,843,21,7,0,844.07,1,0,
71.471474,9.2,23.38,1586,23,7,0,657.54,1,0,
71.711716,7.2,23.38,2134,27,7,0,516.32,1,0,
71.411415,12.4,23.38,1430,28,7,0,885.5,1,0,
71.501503,8.6,23.38,1948,29,8,0,614.91,1,0,
71.62162,7.4,23.38,920,29,5,0,530,1,0,
71.561562,6,23.38,1543,29,6,0,429.37,1,0,
71.531532,11,23.4,2025,29,6,0,786.85,1,0,
71.471474,9.6,23.45,2042,30,7,0,686.13,1,0,
71.591591,12.4,23.52,1767,33,6,0,887.74,1,0,
71.651657,5,23.57,1984,38,5,0,358.26,1,0,
71.411415,11.6,23.65,791,43,8,0,828.37,1,0,
71.531532,8,23.72,1916,50,6,0,572.25,1,0,
71.441444,11.6,23.77,2046,55,8,0,828.72,1,0,
71.561562,10.2,23.82,891,63,6,0,729.93,1,0,
71.501503,10.2,23.9,1982,68,7,0,729.32,1,0,
71.501503,11.8,23.97,829,73,7,0,843.72,1,0,
71.561562,5.4,24.05,1937,79,6,0,386.43,1,0,
71.441444,11.4,24.1,2074,85,7,0,814.43,1,0,
71.651657,7.6,24.15,834,89,7,0,544.55,1,0,
71.471474,12,24.22,1985,90,7,0,857.66,1,0,
71.681686,4.4,24.27,712,90,5,0,315.4,1,0,
71.471474,10,24.35,1620,90,7,0,714.71,1,0,
71.561562,8,24.42,2172,90,6,0,572.49,1,0,
71.531532,9.6,24.5,843,92,7,0,686.7,1,0,
71.651657,6.6,24.57,1987,94,5,0,472.9,1,0,
71.591591,5.6,24.62,730,98,6,0,400.91,1,0,
71.561562,10,24.7,1949,100,6,0,715.62,1,0,
71.531532,7.8,24.75,1989,100,6,0,557.95,1,0,
71.561562,11.2,24.8,1966,100,5,0,801.49,1,0,
71.591591,5.4,24.87,829,100,5,0,386.59,1,0,
71.591591,10.8,24.92,1575,100,7,0,773.19,1,0,
71.531532,7.6,24.97,2126,100,7,0,543.64,1,0,
71.62162,13,25.05,902,100,7,0,931.08,1,0,
71.62162,7.6,25.13,1982,100,5,0,544.32,1,0,
71.591591,6.2,25.18,714,100,6,0,443.87,1,0,
71.651657,9.8,25.23,1907,100,6,0,702.19,1,0,
71.501503,9.8,25.3,2133,100,7,0,700.71,1,0,
71.62162,9.6,25.33,1958,100,5,0,687.57,1,0,
71.62162,5.6,25.4,911,100,5,0,401.08,1,0,
71.471474,12.6,25.45,1599,100,7,0,900.54,1,0,
71.531532,10.2,27,1055,100,7,0,729.62,1,0,
71.501503,8.4,27.05,2196,100,7,0,600.61,1,0,
71.471474,12.2,27.08,1613,100,8,0,871.95,1,0,
71.591591,8.2,27.1,2270,100,6,0,587.05,1,0,
71.441444,10.2,27.18,1983,100,8,0,728.7,1,0,
71.501503,11.8,27.2,1587,100,6,0,843.72,1,0,
71.471474,10.2,27.2,925,100,8,0,729.01,1,0,
71.501503,13.8,27.28,1547,100,7,0,986.72,1,0,
71.441444,8.8,27.33,1966,100,8,0,628.68,1,0,
71.411415,13.4,27.33,2208,100,8,0,956.91,1,0,
71.561562,7.6,27.38,1983,100,6,0,543.87,1,0,
71.561562,11.4,27.41,1977,100,8,0,815.8,1,0,
71.591591,13.4,27.41,980,100,7,0,959.33,1,0,
71.62162,6.6,27.46,1952,100,7,0,472.7,1,0,
71.561562,11,27.46,958,100,6,0,787.18,1,0,
71.561562,8.2,27.51,1916,100,8,0,586.8,1,0,
71.591591,10,27.56,1980,100,5,0,715.92,1,0,
71.441444,13.2,27.59,1623,100,8,0,943.03,1,0,
71.62162,11.4,27.61,1908,100,8,0,816.49,1,0,
71.561562,6.8,27.64,1622,100,6,0,486.62,1,0,
71.441444,13.4,27.66,959,100,7,0,957.32,1,0,
71.531532,9,27.69,2285,100,7,0,643.78,1,0,
71.441444,12.6,27.69,1945,100,8,0,900.16,1,0,
71.681686,9.8,27.74,1946,100,6,0,702.48,1,0,
