Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
71.711716,0.6,23.03,1843,3,2,0,43.03,1,0,
71.741745,1.4,23.03,1710,4,2,0,100.44,1,0,
71.681686,1.4,23.03,620,6,3,0,100.35,1,0,
71.711716,2,23.03,578,6,3,0,143.42,1,0,
71.651657,2.6,23.03,632,8,3,0,186.29,1,0,
71.531532,5.8,23.03,1893,9,6,0,414.88,1,0,
71.381386,11.4,23.03,2124,11,7,0,813.75,1,0,
71.411415,10,23.03,888,11,7,0,714.11,1,0,
71.531532,9.4,23.03,1983,13,6,0,672.4,1,0,
71.651657,8.2,23.03,2123,13,8,0,587.54,1,0,
71.591591,8.8,23.03,1983,13,5,0,630.01,1,0,
71.441444,8.2,23.03,1947,14,7,0,585.82,1,0,
71.471474,11.2,23.03,1978,15,7,0,800.48,1,0,
71.501503,8.8,23.03,1823,15,6,0,629.21,1,0,
71.561562,12.4,23.03,914,16,7,0,887.36,1,0,
71.501503,6.6,23.05,1992,17,6,0,471.91,1,0,
71.351357,11.4,23.1,1505,18,8,0,813.41,1,0,
71.501503,10.2,23.23,1320,19,6,0,729.32,1,0,
71.471474,8.8,23.25,2161,20,7,0,628.95,1,0,
71.441444,12.2,23.33,880,20,7,0,871.59,1,0,
71.381386,8,23.38,2143,21,8,0,571.05,1,0,
71.441444,12.4,23.45,1981,22,7,0,885.87,1,0,
71.471474,7,23.55,2182,23,7,0,500.3,1,0,
71.441444,12.2,23.6,1982,24,7,0,871.59,1,0,
71.531532,8.4,23.67,1842,24,6,0,600.86,1,0,
71.381386,11,23.72,1026,25,7,0,785.2,1,0,
71.501503,9.8,23.82,1590,25,6,0,700.71,1,0,
71.381386,11.8,23.92,1652,26,8,0,842.3,1,0,
71.501503,9.6,23.97,1813,26,6,0,686.41,1,0,
71.351357,10.4,24.02,2166,26,7,0,742.05,1,0,
71.471474,11.4,24.1,1838,26,7,0,814.77,1,0,
71.711716,7.8,24.17,2140,27,7,0,559.35,1,0,
71.62162,10.2,24.25,1865,27,7,0,730.54,1,0,
71.411415,9.2,24.3,2198,28,7,0,656.99,1,0,
71.32132,12.6,24.37,1982,28,8,0,898.65,1,0,
71.531532,7.4,24.42,2258,29,5,0,529.33,1,0,
71.411415,8.8,24.47,2928,28,7,0,628.42,1,0,
71.561562,9.2,24.55,2445,29,6,0,658.37,1,0,
71.441444,7,24.62,2693,28,7,0,500.09,1,0,
71.32132,13.8,24.7,2655,29,7,0,984.23,1,0,
71.441444,8,24.75,2549,28,7,0,571.53,1,0,
70.840843,16.4,24.8,2114,29,9,0,1161.79,1,0,
71.591591,7.4,24.87,1021,29,6,0,529.78,1,0,
71.411415,9.6,24.92,1755,30,7,0,685.55,1,0,
71.501503,7.4,24.97,1746,30,6,0,529.11,1,0,
71.441444,11.4,25.05,2027,31,7,0,814.43,1,0,
71.62162,6.4,25.08,2085,31,5,0,458.38,1,0,
71.411415,9,25.13,1927,33,7,0,642.7,1,0,
71.381386,11.4,25.18,1898,32,7,0,813.75,1,0,
71.711716,8,25.25,1911,33,7,0,573.69,1,0,
71.471474,12,25.3,2065,33,7,0,857.66,1,0,
71.561562,5,25.33,2644,33,6,0,357.81,1,0,
71.441444,11.8,25.4,2676,33,7,0,843.01,1,0,
71.351357,10.6,25.43,2718,34,7,0,756.32,1,0,
71.29129,13.8,25.48,1328,33,8,0,983.82,1,0,
71.561562,7.2,25.55,993,34,5,0,515.24,1,0,
71.441444,11.4,25.55,1889,33,8,0,814.43,1,0,
71.891891,11.6,25.6,1942,34,5,0,833.95,1,0,
71.501503,7.6,25.68,2074,33,7,0,543.41,1,0,
71.651657,11.4,25.73,1968,34,7,0,816.83,1,0,
71.441444,8,25.73,1960,34,7,0,571.53,1,0,
71.501503,13,25.81,2181,34,7,0,929.52,1,0,
71.261261,12,25.86,2764,35,8,0,855.14,1,0,
71.32132,14.8,25.91,1181,35,7,0,1055.56,1,0,
71.471474,8.6,25.91,1767,35,6,0,614.65,1,0,
71.441444,12.4,26.01,2072,35,8,0,885.87,1,0,
71.561562,7,26.03,2095,35,5,0,500.93,1,0,
71.501503,11,26.06,2276,35,9,0,786.52,1,0,
71.501503,10,26.06,2683,35,6,0,715.02,1,0,
71.411415,11.2,26.11,1185,35,8,0,799.81,1,0,
71.561562,10.4,26.16,1976,36,5,0,744.24,1,0,
71.501503,8.4,26.19,2118,35,8,0,600.61,1,0,
71.411415,11.6,26.26,2008,35,7,0,828.37,1,0,
71.381386,9.2,26.29,2841,35,8,0,656.71,1,0,
71.381386,13.4,26.31,1262,36,8,0,956.51,1,0,
71.831833,10.2,26.39,1942,35,6,0,732.68,1,0,
71.351357,12.4,26.44,2077,36,8,0,884.76,1,0,
71.471474,8,26.46,2088,35,6,0,571.77,1,0,
71.681686,10.2,26.46,2693,36,9,0,731.15,1,0,
71.471474,11.6,26.54,1747,35,7,0,829.07,1,0,
71.351357,12.2,26.59,1434,36,8,0,870.49,1,0,
71.471474,11.4,26.62,2090,35,7,0,814.77,1,0,
71.501503,7.6,26.64,1905,36,6,0,543.41,1,0,
71.591591,14.4,26.67,2214,35,7,0,1030.92,1,0,
71.441444,10,26.69,2776,36,7,0,714.41,1,0,
71.411415,12.4,26.74,1319,35,8,0,885.5,1,0,
71.471474,10.6,26.77,1885,36,6,0,757.6,1,0,
71.261261,13.2,26.8,2142,35,9,0,940.65,1,0,
71.381386,11.4,26.85,1995,36,8,0,813.75,1,0,
71.471474,7.8,26.87,2836,35,7,0,557.48,1,0,
71.471474,14.4,26.92,1221,36,7,0,1029.19,1,0,
71.32132,11.2,26.95,1969,35,8,0,798.8,1,0,
71.501503,11,27,2133,36,8,0,786.52,1,0,
71.531532,6.2,27.05,2100,35,6,0,443.5,1,0,
71.351357,13.2,27.08,2759,36,9,0,941.84,1,0,
71.471474,11.2,27.08,1206,35,8,0,800.48,1,0,
71.351357,11,27.1,1973,36,8,0,784.86,1,0,
71.591591,7.4,27.15,2023,35,5,0,529.78,1,0,
71.411415,11,27.18,2369,36,9,0,785.53,1,0,
71.471474,11.4,27.2,2765,35,7,0,814.77,1,0,
71.351357,12,27.28,1964,36,8,0,856.22,1,0,
71.32132,13,27.31,2092,35,8,0,927.18,1,0,
71.531532,6,27.33,2335,36,6,0,429.19,1,0,
71.29129,15.8,27.36,2717,35,9,0,1126.4,1,0,
71.531532,7.2,27.38,1016,36,6,0,515.03,1,0,
71.531532,12.2,27.43,2144,35,8,0,872.68,1,0,
71.561562,6.8,27.46,2465,35,6,0,486.62,1,0,
71.29129,12.2,27.46,2749,35,9,0,869.75,1,0,
71.471474,12.6,27.51,1187,36,7,0,900.54,1,0,
71.351357,12.6,27.54,2161,35,9,0,899.03,1,0,
71.471474,11.8,27.56,2348,35,7,0,843.36,1,0,
71.411415,9.6,27.61,1364,35,7,0,685.55,1,0,
71.441444,13.2,27.64,1967,36,7,0,943.03,1,0,
71.651657,7,27.66,2003,35,7,0,501.56,1,0,
71.531532,13.8,27.72,2735,35,8,0,987.14,1,0,
71.561562,8.6,27.72,1169,35,7,0,615.43,1,0,
71.351357,13,27.79,2053,35,8,0,927.57,1,0,
71.501503,8,27.79,2443,35,6,0,572.01,1,0,
71.381386,10.2,27.82,2756,35,8,0,728.09,1,0,
71.471474,12.4,27.9,1454,35,7,0,886.25,1,0,
71.231232,12.2,27.92,2204,35,9,0,869.02,1,0,
71.441444,12.4,27.95,2224,35,8,0,885.87,1,0,
71.441444,9.4,27.95,1473,35,7,0,671.55,1,0,
71.861862,12.8,27.97,1939,36,6,0,919.83,1,0,
71.471474,8.2,28,2016,35,7,0,586.07,1,0,
71.561562,13.6,28.05,2686,36,8,0,973.24,1,0,
71.561562,10.2,28.08,1209,35,7,0,729.93,1,0,
71.351357,12.6,28.08,1981,36,8,0,899.03,1,0,
71.501503,8.2,28.13,2287,35,6,0,586.31,1,0,
71.381386,9,28.15,2840,36,8,0,642.43,1,0,
71.471474,10.6,28.18,1183,35,6,0,757.6,1,0,
71.351357,11.4,28.2,2023,36,8,0,813.41,1,0,
71.441444,12.6,28.26,2635,35,7,0,900.16,1,0,
71.381386,12.2,28.28,1204,36,8,0,870.85,1,0,
71.501503,12.4,28.31,2148,35,7,0,886.62,1,0,
71.531532,6.2,28.33,2287,36,6,0,443.5,1,0,
68.348351,16.6,28.33,2853,35,10,0,1134.58,1,0,
71.471474,9.4,28.38,1786,36,7,0,671.83,1,0,
71.29129,13.8,28.44,2123,35,9,0,983.82,1,0,
71.62162,10.8,28.44,2700,36,7,0,773.51,1,0,
71.591591,7.8,28.46,1159,35,7,0,558.41,1,0,
71.62162,10.6,28.49,2124,36,5,0,759.19,1,0,
71.381386,9.4,28.51,2094,35,8,0,670.99,1,0,
71.351357,14.2,28.54,2757,36,8,0,1013.19,1,0,
71.651657,9.6,28.57,1912,35,8,0,687.86,1,0,
71.351357,14.4,28.62,2040,36,8,0,1027.46,1,0,
71.501503,7.2,28.62,2962,35,7,0,514.81,1,0,
71.801804,12,28.64,1933,36,8,0,861.62,1,0,
71.741745,7.2,28.67,2175,35,5,0,516.54,1,0,
71.381386,12.6,28.69,2792,36,9,0,899.41,1,0,
71.501503,12.6,28.72,1200,35,7,0,900.92,1,0,
71.351357,10.8,28.75,2168,36,9,0,770.59,1,0,
71.561562,9,28.77,2341,35,6,0,644.05,1,0,
71.29129,13,28.8,1371,36,8,0,926.79,1,0,
71.411415,13.4,28.82,2009,35,8,0,956.91,1,0,
71.501503,7,28.85,2064,36,7,0,500.51,1,0,
71.351357,14.4,28.9,2762,35,9,0,1027.46,1,0,
71.411415,10.8,28.93,1516,36,7,0,771.24,1,0,
71.141144,15,28.95,2000,35,9,0,1067.12,1,0,
71.471474,11.2,28.98,2660,35,7,0,800.48,1,0,
71.471474,9.2,28.98,1206,35,8,0,657.54,1,0,
71.501503,13,29.03,2127,35,7,0,929.52,1,0,
71.32132,9.6,29.03,2032,35,9,0,684.68,1,0,
71.381386,13.2,29.08,2693,35,8,0,942.23,1,0,
71.351357,12,29.11,1565,35,8,0,856.22,1,0,
71.381386,13.4,29.14,1998,35,8,0,956.51,1,0,
71.441444,8.6,29.19,2875,35,8,0,614.4,1,0,
71.231232,15.8,29.21,1413,35,8,0,1125.45,1,0,
71.501503,9.8,29.21,2228,35,6,0,700.71,1,0,
71.29129,13.8,29.24,2280,35,10,0,983.82,1,0,
71.441444,12.2,29.27,1339,36,8,0,871.59,1,0,
71.351357,12.2,29.29,1982,35,8,0,870.49,1,0,
71.32132,12.6,29.32,2076,35,8,0,898.65,1,0,
71.381386,9.2,29.32,2998,35,7,0,656.71,1,0,
71.351357,16.4,29.37,1900,36,8,0,1170.16,1,0,
71.411415,9.6,29.4,2156,35,8,0,685.55,1,0,
71.441444,13.8,29.42,2664,36,8,0,985.89,1,0,
71.351357,10.2,29.42,1186,35,8,0,727.78,1,0,
71.411415,12.6,29.47,2202,36,8,0,899.78,1,0,
71.411415,12.6,29.5,2449,35,8,0,899.78,1,0,
71.411415,11.2,29.53,1252,36,9,0,799.81,1,0,
71.441444,12.8,29.55,2150,35,7,0,914.45,1,0,
71.261261,11.8,29.6,2070,36,9,0,840.88,1,0,
71.471474,12.4,29.63,2685,35,7,0,886.25,1,0,
71.531532,12.4,29.63,1896,36,9,0,886.99,1,0,
71.591591,14,29.66,2031,35,8,0,1002.28,1,0,
71.381386,9,29.66,2764,36,8,0,642.43,1,0,
71.261261,15.6,29.68,1415,35,9,0,1111.68,1,0,
71.531532,9,29.74,2178,36,7,0,643.78,1,0,
70.180183,14.8,29.74,2236,35,9,0,1038.67,1,0,
71.501503,10,29.76,2754,36,7,0,715.02,1,0,
71.351357,13,29.79,1977,35,8,0,927.57,1,0,
71.531532,10.6,29.81,2040,36,7,0,758.23,1,0,
71.471474,8.6,29.81,2780,35,8,0,614.65,1,0,
71.29129,16.2,29.87,1334,36,8,0,1154.92,1,0,
71.411415,11,29.89,2175,35,8,0,785.53,1,0,
71.29129,15.6,29.89,2527,36,9,0,1112.14,1,0,
71.471474,11.4,29.94,1174,35,8,0,814.77,1,0,
71.441444,12.2,29.97,2221,36,8,0,871.59,1,0,
71.501503,8.6,30,2428,35,8,0,614.91,1,0,
71.32132,12.4,30.02,1462,36,9,0,884.38,1,0,
71.501503,12.4,30.02,1986,35,6,0,886.62,1,0,
