Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
71.651657,1.2,23.87,1989,2,2,0,85.98,1,0,
71.62162,2.2,23.87,2337,4,3,0,157.57,1,0,
71.62162,3.2,23.87,1770,5,3,0,229.19,1,0,
71.62162,3.8,23.87,1328,4,3,0,272.16,1,0,
71.531532,6.6,23.87,1971,5,4,0,472.11,1,0,
71.351357,4.8,23.85,2144,4,4,0,342.49,1,0,
71.471474,7.8,23.85,2235,5,4,0,557.48,1,0,
71.591591,4.4,23.85,2250,4,4,0,315,1,0,
71.561562,7,23.85,2217,5,5,0,500.93,1,0,
71.561562,4.8,23.85,2257,4,4,0,343.5,1,0,
71.441444,8.2,23.85,2577,5,5,0,585.82,1,0,
71.471474,5.6,23.85,2538,4,4,0,400.24,1,0,
71.501503,7.2,23.85,2323,5,5,0,514.81,1,0,
71.501503,6.4,23.87,2529,4,4,0,457.61,1,0,
71.471474,5.6,23.9,2784,4,5,0,400.24,1,0,
71.501503,6.8,23.97,2762,4,4,0,486.21,1,0,
71.411415,5.8,24.05,2611,4,5,0,414.19,1,0,
71.441444,6.8,24.1,2790,4,4,0,485.8,1,0,
71.831833,5.2,24.15,2621,4,4,0,373.53,1,0,
71.441444,6.4,24.2,2497,4,4,0,457.23,1,0,
71.351357,4.6,24.22,2723,4,4,0,328.22,1,0,
71.531532,6.4,24.32,2647,4,4,0,457.8,1,0,
71.32132,5.8,24.37,2755,4,4,0,413.66,1,0,
71.531532,5.6,24.42,2603,4,4,0,400.58,1,0,
71.531532,6,24.47,2640,4,4,0,429.19,1,0,
71.531532,5,24.55,2055,4,4,0,357.66,1,0,
71.501503,7.4,24.6,2340,4,4,0,529.11,1,0,
71.561562,5.2,24.67,2023,4,4,0,372.12,1,0,
71.381386,6.8,24.7,1955,4,4,0,485.39,1,0,
71.471474,5.4,24.77,927,4,4,0,385.95,1,0,
71.471474,8.6,24.82,1010,4,4,0,614.65,1,0,
71.561562,4.8,24.87,2531,4,4,0,343.5,1,0,
71.531532,6.2,24.95,2709,4,4,0,443.5,1,0,
71.501503,6.4,25.03,2043,4,4,0,457.61,1,0,
71.531532,6.2,25.08,2176,4,4,0,443.5,1,0,
71.441444,6.6,25.1,1959,4,4,0,471.51,1,0,
71.561562,5.4,25.15,946,4,4,0,386.43,1,0,
71.531532,7.4,25.23,987,4,4,0,529.33,1,0,
71.531532,4.8,25.25,2279,4,4,0,343.35,1,0,
71.981987,6.8,25.3,2277,4,4,0,489.48,1,0,
71.531532,5.4,25.35,1952,4,4,0,386.27,1,0,
71.531532,6.8,25.38,1266,4,4,0,486.41,1,0,
71.561562,6,25.43,888,4,4,0,429.37,1,0,
71.531532,5.8,25.48,1205,4,4,0,414.88,1,0,
71.62162,5.8,25.55,2023,4,4,0,415.41,1,0,
71.501503,5,25.58,2223,4,4,0,357.51,1,0,
71.531532,6.6,25.63,1976,4,4,0,472.11,1,0,
71.561562,5.2,25.65,866,4,4,0,372.12,1,0,
71.531532,7.4,25.76,2474,4,4,0,529.33,1,0,
71.501503,5.2,25.78,1993,4,4,0,371.81,1,0,
71.681686,6.6,25.78,1861,4,4,0,473.1,1,0,
71.681686,5.6,25.86,715,4,4,0,401.42,1,0,
71.501503,6.4,25.88,2389,4,4,0,457.61,1,0,
71.531532,6,25.93,1869,5,4,0,429.19,1,0,
71.561562,5.6,26.01,1946,4,4,0,400.74,1,0,
71.681686,7,26.01,741,5,5,0,501.77,1,0,
71.561562,4.8,26.03,2482,4,4,0,343.5,1,0,
71.531532,6.4,26.06,1975,5,4,0,457.8,1,0,
71.651657,5,26.14,1962,4,4,0,358.26,1,0,
71.501503,8.4,26.16,1777,5,5,0,600.61,1,0,
71.501503,5.2,26.21,1412,4,4,0,371.81,1,0,
71.501503,7.4,26.24,2223,5,5,0,529.11,1,0,
71.501503,4.8,26.29,2148,4,4,0,343.21,1,0,
71.501503,7.6,26.31,1812,5,5,0,543.41,1,0,
71.501503,6.6,26.36,919,4,4,0,471.91,1,0,
71.501503,6.2,26.41,2130,4,5,0,443.31,1,0,
71.861862,6.2,26.44,2269,4,4,0,445.54,1,0,
71.351357,6.2,26.44,1946,4,5,0,442.38,1,0,
