"Device: USB-2408-2AO"
"Serial Number: 22C3E45"
"Channel Count: 3"
"Sample Count: 1659"
"Start Time: 19/11/2025 12:55:17.4"
"Scan Rate: 3.31200003623962"
"Sample","Time (s)","Winding Temp (°C)","Ambient (°C)","Stator Body (°C)"
"209","1:03.1","40.103","21.036","23.832"
"210","1:03.4","40.345","21.034","23.879"
"211","1:03.7","40.619","21.032","23.941"
"212","1:04.0","40.903","21.032","24.003"
"213","1:04.3","41.150","21.028","24.056"
"214","1:04.6","41.408","21.029","24.105"
"215","1:04.9","41.676","21.021","24.160"
"216","1:05.2","41.930","21.027","24.228"
"217","1:05.5","42.205","21.029","24.292"
"218","1:05.8","42.460","21.021","24.353"
"219","1:06.1","42.741","21.026","24.422"
"220","1:06.4","43.013","21.027","24.481"
"221","1:06.7","43.224","21.023","24.540"
"222","1:07.0","43.491","21.024","24.600"
"223","1:07.3","43.723","21.019","24.656"
"224","1:07.6","43.929","21.024","24.706"
"225","1:07.9","44.157","21.023","24.771"
"226","1:08.2","44.322","21.019","24.831"
"227","1:08.5","44.524","21.021","24.891"
"228","1:08.8","44.771","21.019","24.954"
"229","1:09.1","44.999","21.024","25.014"
"230","1:09.4","45.194","21.022","25.083"
"231","1:09.7","45.357","21.023","25.148"
"232","1:10.0","45.519","21.023","25.212"
"233","1:10.4","45.690","21.023","25.272"
"234","1:10.7","45.921","21.023","25.321"
"235","1:11.0","46.136","21.019","25.377"
"236","1:11.3","46.369","21.024","25.448"
"237","1:11.6","46.695","21.080","25.575"
"238","1:11.9","46.925","21.082","25.631"
"239","1:12.2","47.191","21.085","25.712"
"240","1:12.5","47.407","21.084","25.771"
"241","1:12.8","47.595","21.082","25.831"
"242","1:13.1","47.775","21.079","25.887"
"243","1:13.4","47.951","21.083","25.942"
"244","1:13.7","48.148","21.083","25.997"
"245","1:14.0","48.380","21.083","26.053"
"246","1:14.3","48.612","21.084","26.125"
"247","1:14.6","48.873","21.082","26.193"
"248","1:14.9","49.092","21.080","26.270"
"249","1:15.2","49.317","21.083","26.357"
"250","1:15.5","49.537","21.080","26.432"
"251","1:15.8","49.703","21.075","26.481"
"252","1:16.1","49.911","21.074","26.550"
"253","1:16.4","50.105","21.071","26.625"
"254","1:16.7","50.294","21.074","26.693"
"255","1:17.0","50.480","21.078","26.757"
"256","1:17.3","50.682","21.078","26.834"
"257","1:17.6","50.868","21.076","26.906"
"258","1:17.9","51.082","21.077","26.974"
"259","1:18.2","51.322","21.078","27.053"
"260","1:18.5","51.547","21.078","27.125"
"261","1:18.8","51.787","21.070","27.198"
"262","1:19.1","52.018","21.071","27.284"
"263","1:19.4","52.259","21.082","27.359"
"264","1:19.7","52.524","21.069","27.434"
"265","1:20.0","52.761","21.071","27.514"
"266","1:20.3","52.948","21.068","27.605"
"267","1:20.6","53.118","21.077","27.682"
"268","1:20.9","53.273","21.072","27.728"
"269","1:21.2","53.445","21.066","27.797"
"270","1:21.5","53.587","21.070","27.887"
"271","1:21.8","53.738","21.066","27.951"
"272","1:22.1","53.892","21.066","28.017"
"273","1:22.4","54.074","21.067","28.088"
"274","1:22.7","54.228","21.064","28.165"
"275","1:23.0","54.432","21.068","28.246"
"276","1:23.3","54.640","21.062","28.326"
"277","1:23.6","54.884","21.062","28.414"
"278","1:23.9","55.083","21.061","28.488"
"279","1:24.2","55.307","21.057","28.568"
"280","1:24.5","55.497","21.058","28.651"
"281","1:24.8","55.713","21.061","28.725"
"282","1:25.1","55.906","21.062","28.802"
"283","1:25.4","56.084","21.061","28.874"
"284","1:25.7","56.258","21.057","28.946"
"285","1:26.1","56.457","21.058","29.028"
"286","1:26.4","56.668","21.055","29.112"
"287","1:26.7","56.812","21.058","29.191"
"288","1:27.0","56.970","21.055","29.271"
"289","1:27.3","57.131","21.053","29.353"
"290","1:27.6","57.318","21.051","29.429"
"291","1:27.9","57.466","21.055","29.505"
"292","1:28.2","57.650","21.054","29.586"
"293","1:28.5","57.818","21.056","29.667"
"294","1:28.8","58.021","21.053","29.743"
"295","1:29.1","58.191","21.054","29.820"
"296","1:29.4","58.318","21.054","29.895"
"297","1:29.7","58.496","21.055","29.973"
"298","1:30.0","58.644","21.058","30.052"
"299","1:30.3","58.810","21.049","30.133"
"300","1:30.6","58.964","21.041","30.207"
"301","1:30.9","59.123","21.048","30.279"
"302","1:31.2","59.291","21.043","30.348"
"303","1:31.5","59.449","21.041","30.406"
"304","1:31.8","59.612","21.048","30.467"
"305","1:32.1","59.843","21.116","30.582"
"306","1:32.4","60.004","21.107","30.638"
"307","1:32.7","60.166","21.113","30.694"
"308","1:33.0","60.309","21.104","30.769"
"309","1:33.3","60.463","21.107","30.834"
"310","1:33.6","60.576","21.096","30.909"
"311","1:33.9","60.697","21.106","30.983"
"312","1:34.2","60.819","21.115","31.061"
"313","1:34.5","61.025","21.098","31.165"
"314","1:34.8","61.209","21.099","31.289"
"315","1:35.1","61.369","21.113","31.379"
"316","1:35.4","61.501","21.104","31.449"
"317","1:35.7","61.665","21.092","31.532"
"318","1:36.0","61.864","21.081","31.626"
"319","1:36.3","62.029","21.103","31.721"
"320","1:36.6","62.217","21.109","31.796"
"321","1:36.9","62.407","21.107","31.899"
"322","1:37.2","62.616","21.095","31.997"
"323","1:37.5","62.835","21.102","32.104"
"324","1:37.8","63.072","21.097","32.221"
"325","1:38.1","63.284","21.096","32.323"
"326","1:38.4","63.505","21.088","32.408"
"327","1:38.7","63.686","21.085","32.494"
"328","1:39.0","63.810","21.081","32.596"
"329","1:39.3","63.971","21.084","32.686"
"330","1:39.6","64.174","21.083","32.785"
"331","1:39.9","64.369","21.084","32.904"
"332","1:40.2","64.529","21.087","33.016"
"333","1:40.5","64.703","21.081","33.092"
"334","1:40.8","64.836","21.082","33.188"
"335","1:41.1","64.991","21.079","33.270"
"336","1:41.4","65.113","21.072","33.341"
"337","1:41.8","65.213","21.082","33.433"
"338","1:42.1","65.373","21.086","33.525"
"339","1:42.4","65.611","21.138","33.683"
"340","1:42.7","65.820","21.153","33.785"
"341","1:43.0","66.020","21.161","33.889"
"342","1:43.3","66.233","21.141","33.996"
"343","1:43.6","66.439","21.144","34.117"
"344","1:43.9","66.621","21.148","34.276"
"345","1:44.2","66.782","21.145","34.420"
"346","1:44.5","66.969","21.147","34.506"
"347","1:44.8","67.171","21.147","34.606"
"348","1:45.1","67.366","21.148","34.669"
"349","1:45.4","67.542","21.144","34.733"
"350","1:45.7","67.736","21.148","34.798"
"351","1:46.0","67.882","21.141","34.870"
"352","1:46.3","68.005","21.144","34.965"
"353","1:46.6","68.073","21.146","35.054"
"354","1:46.9","68.160","21.141","35.137"
"355","1:47.2","68.229","21.137","35.193"
"356","1:47.5","68.326","21.143","35.249"
"357","1:47.8","68.420","21.113","35.311"
"358","1:48.1","68.546","21.137","35.391"
"359","1:48.4","68.705","21.138","35.461"
"360","1:48.7","68.804","21.134","35.535"
"361","1:49.0","68.950","21.131","35.626"
"362","1:49.3","69.155","21.143","35.749"
"363","1:49.6","69.391","21.162","35.852"
"364","1:49.9","69.574","21.137","36.012"
"365","1:50.2","69.772","21.128","36.132"
"366","1:50.5","69.876","21.125","36.222"
"367","1:50.8","70.007","21.123","36.324"
"368","1:51.1","70.133","21.125","36.439"
"369","1:51.4","70.269","21.117","36.528"
"370","1:51.7","70.440","21.126","36.606"
"371","1:52.0","70.591","21.122","36.687"
"372","1:52.3","70.683","21.120","36.788"
"373","1:52.6","70.797","21.183","36.937"
"374","1:52.9","70.866","21.178","37.013"
"375","1:53.2","70.920","21.180","37.114"
"376","1:53.5","71.006","21.180","37.200"
"377","1:53.8","71.086","21.181","37.290"
"378","1:54.1","71.157","21.176","37.385"
"379","1:54.4","71.262","21.182","37.478"
"380","1:54.7","71.397","21.174","37.593"
"381","1:55.0","71.569","21.175","37.706"
"382","1:55.3","71.786","21.179","37.817"
"383","1:55.6","71.994","21.220","37.936"
"384","1:55.9","72.227","21.184","38.047"
"385","1:56.2","72.431","21.138","38.172"
"386","1:56.5","72.600","21.157","38.290"
"387","1:56.8","72.742","21.161","38.399"
"388","1:57.1","72.832","21.166","38.506"
"389","1:57.5","72.957","21.171","38.621"
"390","1:57.8","73.089","21.184","38.748"
"391","1:58.1","73.194","21.168","38.851"
"392","1:58.4","73.277","21.170","38.952"
"393","1:58.7","73.397","21.189","39.054"
"394","1:59.0","73.505","21.169","39.165"
"395","1:59.3","73.586","21.163","39.270"
"396","1:59.6","73.723","21.163","39.386"
"397","1:59.9","73.854","21.162","39.488"
"398","2:00.2","73.990","21.166","39.612"
"399","2:00.5","74.070","21.155","39.724"
"400","2:00.8","74.152","21.156","39.828"
"401","2:01.1","74.224","21.157","39.937"
"402","2:01.4","74.328","21.152","40.024"
"403","2:01.7","74.445","21.152","40.131"
"404","2:02.0","74.569","21.146","40.244"
"405","2:02.3","74.683","21.151","40.344"
"406","2:02.6","74.761","21.149","40.438"
"407","2:02.9","74.897","21.145","40.530"
"408","2:03.2","75.030","21.144","40.630"
"409","2:03.5","75.154","21.143","40.720"
"410","2:03.8","75.286","21.144","40.805"
"411","2:04.1","75.421","21.143","40.899"
"412","2:04.4","75.562","21.142","41.000"
"413","2:04.7","75.667","21.140","41.098"
"414","2:05.0","75.795","21.144","41.196"
"415","2:05.3","75.929","21.144","41.283"
"416","2:05.6","76.028","21.140","41.342"
"417","2:05.9","76.143","21.138","41.416"
"418","2:06.2","76.242","21.132","41.498"
"419","2:06.5","76.360","21.136","41.587"
"420","2:06.8","76.502","21.137","41.689"
"421","2:07.1","76.615","21.135","41.767"
"422","2:07.4","76.695","21.144","41.842"
"423","2:07.7","76.793","21.131","41.937"
"424","2:08.0","76.897","21.133","42.041"
"425","2:08.3","77.002","21.128","42.133"
"426","2:08.6","77.147","21.135","42.235"
"427","2:08.9","77.289","21.130","42.330"
"428","2:09.2","77.418","21.124","42.432"
"429","2:09.5","77.559","21.124","42.558"
"430","2:09.8","77.646","21.126","42.685"
"431","2:10.1","77.761","21.126","42.798"
"432","2:10.4","77.840","21.127","42.886"
"433","2:10.7","77.962","21.126","42.989"
"434","2:11.0","78.064","21.127","43.107"
"435","2:11.3","78.143","21.123","43.231"
"436","2:11.6","78.239","21.124","43.363"
"437","2:11.9","78.353","21.117","43.486"
"438","2:12.2","78.462","21.121","43.595"
"439","2:12.5","78.578","21.119","43.670"
"440","2:12.9","78.707","21.119","43.750"
"441","2:13.2","78.947","21.179","43.924"
"442","2:13.5","79.124","21.177","44.071"
"443","2:13.8","79.270","21.169","44.194"
"444","2:14.1","79.388","21.171","44.283"
"445","2:14.4","79.485","21.174","44.393"
"446","2:14.7","79.573","21.166","44.495"
"447","2:15.0","79.674","21.169","44.570"
"448","2:15.3","79.808","21.161","44.661"
"449","2:15.6","79.908","21.184","44.753"
"450","2:15.9","80.018","21.161","44.858"
"451","2:16.2","80.113","21.158","44.957"
"452","2:16.5","80.230","21.165","45.039"
"453","2:16.8","80.354","21.159","45.138"
"454","2:17.1","80.551","21.162","45.281"
"455","2:17.4","80.748","21.157","45.427"
"456","2:17.7","80.955","21.153","45.567"
"457","2:18.0","81.166","21.158","45.735"
"458","2:18.3","81.361","21.151","45.832"
"459","2:18.6","81.615","21.152","45.951"
"460","2:18.9","81.859","21.154","46.074"
"461","2:19.2","82.096","21.145","46.187"
"462","2:19.5","82.322","21.147","46.289"
"463","2:19.8","82.550","21.146","46.396"
"464","2:20.1","82.757","21.142","46.514"
"465","2:20.4","82.968","21.143","46.632"
"466","2:20.7","83.096","21.136","46.740"
"467","2:21.0","83.208","21.135","46.862"
"468","2:21.3","83.346","21.134","46.970"
"469","2:21.6","83.489","21.134","47.059"
"470","2:21.9","83.593","21.130","47.151"
"471","2:22.2","83.669","21.134","47.245"
"472","2:22.5","83.802","21.130","47.319"
"473","2:22.8","83.908","21.130","47.391"
"474","2:23.1","83.937","21.130","47.448"
"475","2:23.4","84.017","21.188","47.570"
"476","2:23.7","84.092","21.186","47.660"
"477","2:24.0","84.229","21.185","47.759"
"478","2:24.3","84.328","21.184","47.816"
"479","2:24.6","84.313","21.182","47.896"
"480","2:24.9","84.299","21.180","47.953"
"481","2:25.2","84.284","21.181","48.017"
"482","2:25.5","84.296","21.177","48.121"
"483","2:25.8","84.348","21.178","48.229"
"484","2:26.1","84.442","21.178","48.363"
"485","2:26.4","84.582","21.177","48.458"
"486","2:26.7","84.808","21.171","48.581"
"487","2:27.0","85.073","21.172","48.735"
"488","2:27.3","85.323","21.177","48.899"
"489","2:27.6","85.562","21.173","49.028"
"490","2:27.9","85.757","21.169","49.180"
"491","2:28.2","85.972","21.170","49.358"
"492","2:28.6","86.193","21.174","49.531"
"493","2:28.9","86.409","21.170","49.702"
"494","2:29.2","86.616","21.171","49.870"
"495","2:29.5","86.836","21.166","49.986"
"496","2:29.8","86.999","21.168","50.084"
"497","2:30.1","87.184","21.167","50.176"
"498","2:30.4","87.343","21.159","50.275"
"499","2:30.7","87.450","21.160","50.383"
"500","2:31.0","87.526","21.161","50.474"
"501","2:31.3","87.572","21.159","50.542"
"502","2:31.6","87.675","21.158","50.677"
"503","2:31.9","87.749","21.157","50.822"
"504","2:32.2","87.748","21.157","50.942"
"505","2:32.5","87.793","21.157","51.049"
"506","2:32.8","87.859","21.152","51.152"
"507","2:33.1","87.935","21.152","51.266"
"508","2:33.4","88.037","21.149","51.368"
"509","2:33.7","88.134","21.212","51.560"
"510","2:34.0","88.221","21.211","51.683"
"511","2:34.3","88.322","21.210","51.757"
"512","2:34.6","88.369","21.206","51.849"
"513","2:34.9","88.412","21.204","51.965"
"514","2:35.2","88.474","21.203","52.113"
"515","2:35.5","88.563","21.195","52.246"
"516","2:35.8","88.613","21.199","52.360"
"517","2:36.1","88.684","21.194","52.465"
"518","2:36.4","88.731","21.195","52.555"
"519","2:36.7","88.799","21.193","52.629"
"520","2:37.0","88.841","21.196","52.689"
"521","2:37.3","88.885","21.194","52.734"
"522","2:37.6","88.873","21.196","52.783"
"523","2:37.9","88.876","21.190","52.850"
"524","2:38.2","88.891","21.190","52.979"
"525","2:38.5","88.950","21.187","53.103"
"526","2:38.8","89.022","21.185","53.212"
"527","2:39.1","89.084","21.184","53.271"
"528","2:39.4","89.168","21.189","53.282"
"529","2:39.7","89.211","21.181","53.287"
"530","2:40.0","89.248","21.183","53.257"
"531","2:40.3","89.358","21.180","53.314"
"532","2:40.6","89.469","21.176","53.458"
"533","2:40.9","89.539","21.174","53.562"
"534","2:41.2","89.635","21.178","53.641"
"535","2:41.5","89.776","21.174","53.779"
"536","2:41.8","89.955","21.171","53.937"
"537","2:42.1","90.136","21.166","54.066"
"538","2:42.4","90.321","21.169","54.178"
"539","2:42.7","90.503","21.161","54.278"
"540","2:43.0","90.622","21.161","54.311"
"541","2:43.3","90.743","21.161","54.381"
"542","2:43.6","90.855","21.160","54.430"
"543","2:43.9","91.043","21.221","54.585"
"544","2:44.3","91.224","21.218","54.733"
"545","2:44.6","91.398","21.219","54.833"
"546","2:44.9","91.536","21.220","54.947"
"547","2:45.2","91.699","21.218","55.075"
"548","2:45.5","91.873","21.218","55.242"
"549","2:45.8","92.064","21.215","55.347"
"550","2:46.1","92.186","21.214","55.460"
"551","2:46.4","92.222","21.211","55.547"
"552","2:46.7","92.257","21.212","55.605"
"553","2:47.0","92.255","21.206","55.667"
"554","2:47.3","92.279","21.209","55.716"
"555","2:47.6","92.318","21.207","55.715"
"556","2:47.9","92.342","21.200","55.780"
"557","2:48.2","92.378","21.201","55.869"
"558","2:48.5","92.416","21.201","55.940"
"559","2:48.8","92.482","21.204","56.093"
"560","2:49.1","92.577","21.199","56.260"
"561","2:49.4","92.728","21.198","56.392"
"562","2:49.7","92.844","21.199","56.509"
"563","2:50.0","92.921","21.197","56.663"
"564","2:50.3","92.963","21.197","56.797"
"565","2:50.6","92.982","21.193","56.894"
"566","2:50.9","93.050","21.194","56.994"
"567","2:51.2","93.177","21.194","57.141"
"568","2:51.5","93.356","21.193","57.288"
"569","2:51.8","93.551","21.194","57.445"
"570","2:52.1","93.717","21.189","57.594"
"571","2:52.4","93.934","21.191","57.763"
"572","2:52.7","94.186","21.187","57.917"
"573","2:53.0","94.409","21.187","58.031"
"574","2:53.3","94.613","21.184","58.164"
"575","2:53.6","94.800","21.179","58.321"
"576","2:53.9","94.995","21.179","58.469"
"577","2:54.2","95.229","21.242","58.657"
"578","2:54.5","95.344","21.242","58.809"
"579","2:54.8","95.436","21.238","58.928"
"580","2:55.1","95.528","21.238","59.054"
"581","2:55.4","95.632","21.236","59.191"
"582","2:55.7","95.775","21.232","59.311"
"583","2:56.0","95.963","21.230","59.443"
"584","2:56.3","96.115","21.231","59.570"
"585","2:56.6","96.248","21.227","59.694"
"586","2:56.9","96.347","21.228","59.722"
"587","2:57.2","96.442","21.228","59.787"
"588","2:57.5","96.553","21.228","59.699"
"589","2:57.8","96.552","21.227","59.651"
"590","2:58.1","96.453","21.221","59.666"
"591","2:58.4","96.377","21.223","59.803"
"592","2:58.7","96.340","21.222","59.943"
"593","2:59.0","96.329","21.217","60.064"
"594","2:59.3","96.345","21.219","60.179"
"595","2:59.6","96.381","21.211","60.329"
"596","3:00.0","96.463","21.223","60.452"
"597","3:00.3","96.556","21.209","60.567"
"598","3:00.6","96.595","21.212","60.698"
"599","3:00.9","96.679","21.202","60.830"
"600","3:01.2","96.757","21.200","60.961"
"601","3:01.5","96.876","21.238","61.097"
"602","3:01.8","97.026","21.206","61.247"
"603","3:02.1","97.149","21.185","61.387"
"604","3:02.4","97.248","21.200","61.501"
"605","3:02.7","97.303","21.207","61.624"
"606","3:03.0","97.379","21.212","61.744"
"607","3:03.3","97.459","21.210","61.879"
"608","3:03.6","97.572","21.199","62.029"
"609","3:03.9","97.716","21.200","62.161"
"610","3:04.2","97.814","21.182","62.287"
"611","3:04.5","97.915","21.250","62.455"
"612","3:04.8","98.044","21.258","62.552"
"613","3:05.1","98.235","21.248","62.668"
"614","3:05.4","98.425","21.252","62.778"
"615","3:05.7","98.612","21.250","62.884"
"616","3:06.0","98.761","21.252","62.974"
"617","3:06.3","98.886","21.262","63.092"
"618","3:06.6","98.923","21.241","63.146"
"619","3:06.9","98.881","21.237","63.062"
"620","3:07.2","98.887","21.235","63.033"
"621","3:07.5","99.021","21.237","63.086"
"622","3:07.8","99.144","21.242","63.125"
