"Device: USB-2408-2AO"
"Serial Number: 22C3E45"
"Channel Count: 3"
"Sample Count: 1659"
"Start Time: 19/11/2025 12:55:17.4"
"Scan Rate: 3.31200003623962"
"Sample","Time (s)","Winding Temp (°C)","Ambient (°C)","Stator Body (°C)"
"623","3:08.1","99.259","21.243","62.935"
"624","3:08.4","99.422","21.229","62.876"
"625","3:08.7","99.466","21.226","62.955"
"626","3:09.0","99.467","21.223","63.043"
"627","3:09.3","99.445","21.223","63.165"
"628","3:09.6","99.443","21.228","63.347"
"629","3:09.9","99.484","21.233","63.538"
"630","3:10.2","99.569","21.232","63.708"
"631","3:10.5","99.637","21.226","63.884"
"632","3:10.8","99.674","21.218","64.083"
"633","3:11.1","99.718","21.215","64.230"
"634","3:11.4","99.743","21.219","64.402"
"635","3:11.7","99.788","21.218","64.546"
"636","3:12.0","99.817","21.214","64.646"
"637","3:12.3","99.865","21.219","64.778"
"638","3:12.6","99.935","21.217","64.876"
"639","3:12.9","100.000","21.211","64.982"
"640","3:13.2","100.050","21.211","65.123"
"641","3:13.5","100.078","21.210","65.258"
"642","3:13.8","100.139","21.209","65.409"
"643","3:14.1","100.246","21.207","65.518"
"644","3:14.4","100.326","21.206","65.617"
"645","3:14.7","100.522","21.268","65.785"
"646","3:15.0","100.628","21.263","65.899"
"647","3:15.4","100.714","21.265","66.039"
"648","3:15.7","100.822","21.261","66.174"
"649","3:16.0","100.906","21.260","66.317"
"650","3:16.3","101.010","21.259","66.466"
"651","3:16.6","101.121","21.251","66.595"
"652","3:16.9","101.242","21.254","66.733"
"653","3:17.2","101.327","21.248","66.879"
"654","3:17.5","101.448","21.245","67.011"
"655","3:17.8","101.547","21.244","67.132"
"656","3:18.1","101.632","21.244","67.238"
"657","3:18.4","101.723","21.242","67.329"
"658","3:18.7","101.734","21.245","67.390"
"659","3:19.0","101.774","21.240","67.450"
"660","3:19.3","101.811","21.239","67.501"
"661","3:19.6","101.854","21.240","67.560"
"662","3:19.9","101.951","21.237","67.673"
"663","3:20.2","101.995","21.236","67.819"
"664","3:20.5","102.034","21.238","67.962"
"665","3:20.8","102.083","21.231","68.090"
"666","3:21.1","102.118","21.230","68.197"
"667","3:21.4","102.177","21.223","68.319"
"668","3:21.7","102.255","21.224","68.440"
"669","3:22.0","102.294","21.223","68.538"
"670","3:22.3","102.362","21.221","68.649"
"671","3:22.6","102.384","21.216","68.765"
"672","3:22.9","102.452","21.217","68.859"
"673","3:23.2","102.537","21.209","68.929"
"674","3:23.5","102.626","21.214","69.014"
"675","3:23.8","102.716","21.213","69.111"
"676","3:24.1","102.828","21.212","69.228"
"677","3:24.4","102.927","21.208","69.359"
"678","3:24.7","103.029","21.206","69.478"
"679","3:25.0","103.187","21.267","69.660"
"680","3:25.3","103.246","21.267","69.791"
"681","3:25.6","103.261","21.267","69.940"
"682","3:25.9","103.271","21.262","70.080"
"683","3:26.2","103.315","21.263","70.222"
"684","3:26.5","103.435","21.262","70.349"
"685","3:26.8","103.585","21.259","70.461"
"686","3:27.1","103.672","21.256","70.564"
"687","3:27.4","103.782","21.255","70.640"
"688","3:27.7","103.897","21.251","70.699"
"689","3:28.0","103.987","21.250","70.743"
"690","3:28.3","104.086","21.246","70.800"
"691","3:28.6","104.166","21.246","70.873"
"692","3:28.9","104.304","21.245","70.991"
"693","3:29.2","104.410","21.244","71.114"
"694","3:29.5","104.521","21.258","71.253"
"695","3:29.8","104.620","21.239","71.395"
"696","3:30.1","104.690","21.228","71.519"
"697","3:30.4","104.756","21.232","71.610"
"698","3:30.7","104.840","21.246","71.666"
"699","3:31.1","104.890","21.273","71.698"
"700","3:31.4","104.954","21.244","71.793"
"701","3:31.7","105.021","21.234","71.946"
"702","3:32.0","105.125","21.231","72.098"
"703","3:32.3","105.248","21.231","72.274"
"704","3:32.6","105.405","21.230","72.458"
"705","3:32.9","105.555","21.235","72.654"
"706","3:33.2","105.689","21.226","72.781"
"707","3:33.5","105.820","21.224","72.889"
"708","3:33.8","106.006","21.225","73.015"
"709","3:34.1","106.205","21.221","73.178"
"710","3:34.4","106.365","21.214","73.375"
"711","3:34.7","106.524","21.212","73.552"
"712","3:35.0","106.638","21.210","73.701"
"713","3:35.3","106.830","21.338","73.926"
"714","3:35.6","106.934","21.338","74.024"
"715","3:35.9","107.038","21.336","74.111"
"716","3:36.2","107.129","21.336","74.192"
"717","3:36.5","107.211","21.341","74.286"
"718","3:36.8","107.261","21.349","74.375"
"719","3:37.1","107.273","21.305","74.447"
"720","3:37.4","107.291","21.330","74.521"
"721","3:37.7","107.295","21.330","74.582"
"722","3:38.0","107.291","21.335","74.638"
"723","3:38.3","107.283","21.319","74.710"
"724","3:38.6","107.243","21.336","74.803"
"725","3:38.9","107.217","21.317","74.880"
"726","3:39.2","107.212","21.329","74.940"
"727","3:39.5","107.211","21.300","74.976"
"728","3:39.8","107.219","21.319","75.024"
"729","3:40.1","107.251","21.318","75.066"
"730","3:40.4","107.339","21.318","75.197"
"731","3:40.7","107.449","21.315","75.337"
"732","3:41.0","107.528","21.311","75.445"
"733","3:41.3","107.587","21.307","75.559"
"734","3:41.6","107.649","21.306","75.660"
"735","3:41.9","107.682","21.308","75.764"
"736","3:42.2","107.748","21.304","75.875"
"737","3:42.5","107.810","21.304","75.998"
"738","3:42.8","107.939","21.303","76.114"
"739","3:43.1","108.063","21.299","76.267"
"740","3:43.4","108.200","21.296","76.404"
"741","3:43.7","108.314","21.291","76.475"
"742","3:44.0","108.407","21.287","76.592"
"743","3:44.3","108.483","21.293","76.693"
"744","3:44.6","108.554","21.291","76.749"
"745","3:44.9","108.622","21.284","76.810"
"746","3:45.2","108.696","21.283","76.869"
"747","3:45.5","108.816","21.345","76.998"
"748","3:45.8","108.890","21.346","77.078"
"749","3:46.1","108.936","21.341","77.159"
"750","3:46.4","108.993","21.340","77.219"
"751","3:46.8","108.924","21.334","77.268"
"752","3:47.1","108.876","21.335","77.321"
"753","3:47.4","108.890","21.334","77.502"
"754","3:47.7","108.972","21.320","77.661"
"755","3:48.0","109.139","21.308","77.834"
"756","3:48.3","109.334","21.316","77.985"
"757","3:48.6","109.483","21.324","77.955"
"758","3:48.9","109.664","21.330","78.028"
"759","3:49.2","109.841","21.331","78.097"
"760","3:49.5","109.993","21.318","78.149"
"761","3:49.8","110.171","21.311","78.255"
"762","3:50.1","110.239","21.312","78.306"
"763","3:50.4","110.213","21.309","78.316"
"764","3:50.7","110.124","21.310","78.416"
"765","3:51.0","110.067","21.307","78.440"
"766","3:51.3","110.003","21.311","78.559"
"767","3:51.6","109.959","21.308","78.707"
"768","3:51.9","110.032","21.304","78.782"
"769","3:52.2","110.134","21.303","78.900"
"770","3:52.5","110.142","21.303","79.064"
"771","3:52.8","110.171","21.308","79.192"
"772","3:53.1","110.230","21.299","79.259"
"773","3:53.4","110.358","21.296","79.366"
"774","3:53.7","110.551","21.297","79.494"
"775","3:54.0","110.781","21.292","79.601"
"776","3:54.3","110.960","21.293","79.704"
"777","3:54.6","111.096","21.293","79.829"
"778","3:54.9","111.153","21.290","79.899"
"779","3:55.2","111.195","21.287","79.980"
"780","3:55.5","111.277","21.289","80.140"
"781","3:55.8","111.389","21.349","80.342"
"782","3:56.1","111.335","21.348","80.449"
"783","3:56.4","111.250","21.348","80.515"
"784","3:56.7","111.164","21.343","80.530"
"785","3:57.0","111.094","21.343","80.522"
"786","3:57.3","111.167","21.341","80.517"
"787","3:57.6","111.365","21.341","80.586"
"788","3:57.9","111.681","21.334","80.742"
"789","3:58.2","111.980","21.334","80.792"
"790","3:58.5","112.202","21.332","80.886"
"791","3:58.8","112.382","21.329","80.997"
"792","3:59.1","112.479","21.326","81.157"
"793","3:59.4","112.548","21.322","81.318"
"794","3:59.7","112.596","21.324","81.500"
"795","4:00.0","112.604","21.321","81.674"
"796","4:00.3","112.611","21.320","81.829"
"797","4:00.6","112.619","21.313","81.956"
"798","4:00.9","112.647","21.313","82.071"
"799","4:01.2","112.687","21.316","82.133"
"800","4:01.5","112.779","21.311","82.173"
"801","4:01.8","112.897","21.312","82.248"
"802","4:02.1","113.013","21.312","82.374"
"803","4:02.5","113.076","21.310","82.517"
"804","4:02.8","113.165","21.301","82.657"
"805","4:03.1","113.301","21.305","82.794"
"806","4:03.4","113.437","21.304","82.944"
"807","4:03.7","113.574","21.303","83.079"
"808","4:04.0","113.738","21.302","83.204"
"809","4:04.3","113.911","21.299","83.376"
"810","4:04.6","114.129","21.294","83.563"
"811","4:04.9","114.309","21.296","83.731"
"812","4:05.2","114.454","21.296","83.855"
"813","4:05.5","114.626","21.289","83.987"
"814","4:05.8","114.764","21.292","84.121"
"815","4:06.1","114.930","21.350","84.267"
"816","4:06.4","115.025","21.353","84.389"
"817","4:06.7","115.145","21.347","84.439"
"818","4:07.0","115.394","21.349","84.533"
"819","4:07.3","115.638","21.344","84.672"
"820","4:07.6","115.772","21.341","84.831"
"821","4:07.9","115.876","21.334","84.993"
"822","4:08.2","115.953","21.335","85.189"
"823","4:08.5","116.020","21.333","85.357"
"824","4:08.8","116.106","21.332","85.516"
"825","4:09.1","116.188","21.336","85.664"
"826","4:09.4","116.290","21.335","85.821"
"827","4:09.7","116.372","21.329","85.984"
"828","4:10.0","116.482","21.329","86.134"
"829","4:10.3","116.601","21.321","86.281"
"830","4:10.6","116.696","21.320","86.435"
"831","4:10.9","116.776","21.323","86.552"
"832","4:11.2","116.883","21.315","86.631"
"833","4:11.5","117.034","21.313","86.709"
"834","4:11.8","117.186","21.313","86.845"
"835","4:12.1","117.313","21.310","86.971"
"836","4:12.4","117.460","21.309","87.057"
"837","4:12.7","117.544","21.306","87.162"
"838","4:13.0","117.550","21.305","87.249"
"839","4:13.3","117.511","21.305","87.307"
"840","4:13.6","117.552","21.302","87.366"
"841","4:13.9","117.562","21.297","87.441"
"842","4:14.2","117.599","21.298","87.541"
"843","4:14.5","117.693","21.299","87.644"
"844","4:14.8","117.811","21.290","87.718"
"845","4:15.1","117.906","21.290","87.790"
"846","4:15.4","117.994","21.291","87.882"
"847","4:15.7","118.067","21.290","87.992"
"848","4:16.0","118.120","21.288","88.107"
"849","4:16.3","118.214","21.349","88.309"
"850","4:16.6","118.261","21.347","88.441"
"851","4:16.9","118.373","21.345","88.540"
"852","4:17.2","118.491","21.343","88.627"
"853","4:17.5","118.601","21.340","88.755"
"854","4:17.9","118.681","21.339","88.840"
"855","4:18.2","118.769","21.340","88.867"
"856","4:18.5","118.861","21.338","88.915"
"857","4:18.8","118.944","21.335","88.986"
"858","4:19.1","119.020","21.333","89.066"
"859","4:19.4","119.100","21.331","89.136"
"860","4:19.7","119.152","21.329","89.190"
"861","4:20.0","119.173","21.326","89.263"
"862","4:20.3","119.227","21.323","89.332"
"863","4:20.6","119.302","21.325","89.424"
"864","4:20.9","119.392","21.328","89.528"
"865","4:21.2","119.499","21.320","89.628"
"866","4:21.5","119.567","21.320","89.736"
"867","4:21.8","119.645","21.317","89.828"
"868","4:22.1","119.694","21.317","89.921"
"869","4:22.4","119.740","21.312","90.000"
"870","4:22.7","119.817","21.315","90.079"
"871","4:23.0","119.895","21.311","90.123"
"872","4:23.3","119.964","21.308","90.167"
"873","4:23.6","120.013","21.314","90.252"
"874","4:23.9","119.978","21.301","90.271"
"875","4:24.2","119.891","21.305","90.327"
"876","4:24.5","119.782","21.304","90.438"
"877","4:24.8","119.710","21.300","90.506"
"878","4:25.1","119.741","21.296","90.531"
"879","4:25.4","119.755","21.294","90.563"
"880","4:25.7","119.800","21.291","90.610"
"881","4:26.0","119.838","21.292","90.639"
"882","4:26.3","119.912","21.292","90.653"
"883","4:26.6","120.077","21.349","90.850"
"884","4:26.9","120.275","21.349","90.897"
"885","4:27.2","120.398","21.347","90.910"
"886","4:27.5","120.460","21.349","90.977"
"887","4:27.8","120.629","21.344","91.064"
"888","4:28.1","120.837","21.342","91.118"
"889","4:28.4","121.004","21.339","91.178"
"890","4:28.7","121.108","21.340","91.306"
"891","4:29.0","121.134","21.340","91.553"
"892","4:29.3","121.207","21.337","91.789"
"893","4:29.6","121.396","21.337","92.019"
"894","4:29.9","121.603","21.337","92.215"
"895","4:30.2","121.832","21.331","92.387"
"896","4:30.5","122.142","21.326","92.593"
"897","4:30.8","122.510","21.327","92.747"
"898","4:31.1","122.851","21.326","92.885"
"899","4:31.4","123.015","21.323","92.927"
"900","4:31.7","123.160","21.324","92.975"
"901","4:32.0","123.384","21.327","93.076"
"902","4:32.3","123.664","21.321","93.199"
"903","4:32.6","123.900","21.319","93.235"
"904","4:32.9","124.131","21.317","93.304"
"905","4:33.2","124.292","21.314","93.394"
"906","4:33.6","124.425","21.312","93.423"
"907","4:33.9","124.493","21.311","93.347"
"908","4:34.2","124.591","21.311","93.414"
"909","4:34.5","124.671","21.307","93.576"
"910","4:34.8","124.735","21.307","93.739"
"911","4:35.1","124.772","21.303","93.878"
"912","4:35.4","124.706","21.303","94.018"
"913","4:35.7","124.630","21.302","94.085"
"914","4:36.0","124.546","21.303","94.158"
"915","4:36.3","124.424","21.307","94.243"
"916","4:36.6","124.301","21.298","94.333"
"917","4:36.9","124.286","21.360","94.450"
"918","4:37.2","124.186","21.350","94.520"
"919","4:37.5","124.081","21.353","94.609"
"920","4:37.8","124.038","21.355","94.709"
"921","4:38.1","124.040","21.350","94.786"
"922","4:38.4","124.104","21.353","94.908"
"923","4:38.7","124.308","21.356","95.035"
"924","4:39.0","124.582","21.349","95.163"
"925","4:39.3","124.816","21.348","95.275"
"926","4:39.6","124.982","21.346","95.363"
"927","4:39.9","125.184","21.349","95.513"
"928","4:40.2","125.438","21.348","95.666"
"929","4:40.5","125.682","21.340","95.826"
"930","4:40.8","125.940","21.342","95.997"
"931","4:41.1","126.213","21.344","96.160"
"932","4:41.4","126.464","21.340","96.326"
"933","4:41.7","126.669","21.335","96.462"
"934","4:42.0","126.805","21.337","96.536"
"935","4:42.3","126.932","21.332","96.680"
"936","4:42.6","127.057","21.330","96.752"
"937","4:42.9","127.138","21.326","96.762"
"938","4:43.2","127.136","21.327","96.866"
"939","4:43.5","127.123","21.324","97.021"
"940","4:43.8","127.121","21.320","97.125"
"941","4:44.1","127.159","21.313","97.199"
"942","4:44.4","127.237","21.315","97.293"
"943","4:44.7","127.358","21.307","97.395"
"944","4:45.0","127.530","21.307","97.515"
"945","4:45.3","127.732","21.311","97.632"
"946","4:45.6","127.958","21.310","97.765"
"947","4:45.9","128.170","21.315","97.873"
"948","4:46.2","128.366","21.303","98.016"
"949","4:46.5","128.518","21.322","98.109"
"950","4:46.8","128.651","21.289","98.193"
"951","4:47.1","128.736","21.350","98.351"
"952","4:47.4","128.749","21.351","98.435"
"953","4:47.7","128.829","21.322","98.514"
"954","4:48.0","128.919","21.369","98.574"
"955","4:48.3","129.032","21.330","98.656"
"956","4:48.6","129.096","21.325","98.741"
"957","4:48.9","129.098","21.360","98.800"
"958","4:49.3","129.082","21.322","98.872"
"959","4:49.6","129.098","21.350","98.964"
"960","4:49.9","129.049","21.355","99.029"
"961","4:50.2","129.084","21.356","99.104"
"962","4:50.5","129.205","21.331","99.212"
"963","4:50.8","129.368","21.349","99.312"
"964","4:51.1","129.476","21.362","99.450"
"965","4:51.4","129.529","21.344","99.517"
"966","4:51.7","129.554","21.325","99.630"
"967","4:52.0","129.620","21.322","99.704"
"968","4:52.3","129.653","21.322","99.704"
"969","4:52.6","129.620","21.331","99.751"
"970","4:52.9","129.522","21.323","99.822"
"971","4:53.2","129.418","21.331","99.914"
"972","4:53.5","129.350","21.331","100.019"
"973","4:53.8","129.301","21.317","100.111"
"974","4:54.1","129.231","21.306","100.217"
"975","4:54.4","129.183","21.310","100.343"
"976","4:54.7","129.129","21.316","100.460"
"977","4:55.0","129.121","21.308","100.462"
"978","4:55.3","129.069","21.308","100.432"
"979","4:55.6","129.029","21.311","100.380"
"980","4:55.9","129.020","21.311","100.456"
"981","4:56.2","129.020","21.300","100.487"
"982","4:56.5","128.991","21.301","100.615"
"983","4:56.8","128.921","21.304","100.684"
"984","4:57.1","128.817","21.295","100.771"
"985","4:57.4","128.864","21.357","100.926"
"986","4:57.7","128.762","21.352","101.071"
"987","4:58.0","128.706","21.354","101.228"
"988","4:58.3","128.761","21.350","101.356"
"989","4:58.6","128.819","21.346","101.494"
"990","4:58.9","128.892","21.351","101.640"
"991","4:59.2","128.992","21.343","101.813"
"992","4:59.5","129.084","21.364","101.940"
"993","4:59.8","129.148","21.337","102.037"
"994","5:00.1","129.133","21.336","102.145"
"995","5:00.4","129.142","21.333","102.280"
"996","5:00.7","129.257","21.321","102.451"
"997","5:01.0","129.433","21.330","102.621"
"998","5:01.3","129.612","21.330","102.837"
"999","5:01.6","129.775","21.336","103.043"
"1000","5:01.9","129.877","21.329","103.249"
"1001","5:02.2","129.982","21.339","103.429"
"1002","5:02.5","130.100","21.326","103.529"
"1003","5:02.8","130.239","21.313","103.643"
"1004","5:03.1","130.351","21.309","103.713"
"1005","5:03.4","130.477","21.304","103.814"
"1006","5:03.7","130.625","21.308","103.919"
"1007","5:04.0","130.757","21.313","103.980"
"1008","5:04.3","130.875","21.313","104.076"
"1009","5:04.6","130.972","21.312","104.172"
"1010","5:05.0","131.094","21.313","104.258"
"1011","5:05.3","131.194","21.308","104.356"
"1012","5:05.6","131.275","21.308","104.480"
"1013","5:05.9","131.401","21.306","104.602"
"1014","5:06.2","131.464","21.299","104.692"
"1015","5:06.5","131.481","21.302","104.749"
"1016","5:06.8","131.513","21.297","104.722"
"1017","5:07.1","131.527","21.291","104.672"
"1018","5:07.4","131.511","21.294","104.636"
"1019","5:07.7","131.637","21.417","104.794"
"1020","5:08.0","131.716","21.414","104.844"
"1021","5:08.3","131.805","21.418","104.904"
"1022","5:08.6","131.753","21.420","104.952"
"1023","5:08.9","131.623","21.415","105.000"
"1024","5:09.2","131.507","21.414","105.072"
"1025","5:09.5","131.459","21.408","105.146"
"1026","5:09.8","131.460","21.410","105.192"
"1027","5:10.1","131.430","21.404","105.204"
"1028","5:10.4","131.375","21.404","105.256"
"1029","5:10.7","131.319","21.405","105.354"
"1030","5:11.0","131.326","21.398","105.448"
"1031","5:11.3","131.295","21.403","105.526"
"1032","5:11.6","131.303","21.400","105.590"
"1033","5:11.9","131.311","21.400","105.662"
"1034","5:12.2","131.316","21.394","105.689"
"1035","5:12.5","131.365","21.394","105.732"
"1036","5:12.8","131.379","21.394","105.783"
"1037","5:13.1","131.409","21.390","105.820"
"1038","5:13.4","131.451","21.393","105.880"
"1039","5:13.7","131.611","21.393","105.906"
"1040","5:14.0","131.888","21.390","105.937"
"1041","5:14.3","132.224","21.395","106.099"
"1042","5:14.6","132.500","21.390","106.262"
"1043","5:14.9","132.781","21.390","106.295"
"1044","5:15.2","133.090","21.382","106.417"
"1045","5:15.5","133.395","21.381","106.509"
"1046","5:15.8","133.733","21.376","106.671"
"1047","5:16.1","133.974","21.371","106.766"
"1048","5:16.4","134.119","21.371","106.741"
"1049","5:16.7","134.222","21.367","106.875"
"1050","5:17.0","134.236","21.364","107.042"
"1051","5:17.3","134.265","21.366","107.218"
"1052","5:17.6","134.305","21.363","107.400"
"1053","5:17.9","134.419","21.428","107.656"
"1054","5:18.2","134.666","21.427","107.884"
"1055","5:18.5","135.000","21.428","108.140"
"1056","5:18.8","135.360","21.425","108.279"
"1057","5:19.1","135.749","21.422","108.443"
"1058","5:19.4","136.096","21.419","108.480"
"1059","5:19.7","136.386","21.415","108.541"
"1060","5:20.0","136.692","21.413","108.690"
"1061","5:20.4","136.950","21.412","108.865"
"1062","5:20.7","137.125","21.406","109.042"
"1063","5:21.0","137.252","21.407","109.019"
"1064","5:21.3","137.253","21.405","108.991"
"1065","5:21.6","137.264","21.403","108.974"
"1066","5:21.9","137.354","21.407","109.034"
"1067","5:22.2","137.499","21.400","109.039"
"1068","5:22.5","137.635","21.393","109.082"
"1069","5:22.8","137.759","21.398","109.121"
"1070","5:23.1","137.744","21.399","109.156"
"1071","5:23.4","137.696","21.405","109.169"
"1072","5:23.7","137.565","21.397","109.195"
"1073","5:24.0","137.456","21.400","109.311"
"1074","5:24.3","137.447","21.392","109.428"
"1075","5:24.6","137.414","21.391","109.538"
"1076","5:24.9","137.377","21.389","109.680"
"1077","5:25.2","137.332","21.388","109.787"
"1078","5:25.5","137.248","21.385","109.922"
"1079","5:25.8","137.163","21.379","110.022"
"1080","5:26.1","137.100","21.375","110.167"
"1081","5:26.4","137.103","21.376","110.282"
"1082","5:26.7","137.166","21.369","110.369"
"1083","5:27.0","137.236","21.373","110.437"
"1084","5:27.3","137.361","21.374","110.584"
"1085","5:27.6","137.469","21.373","110.765"
"1086","5:27.9","137.531","21.377","110.899"
"1087","5:28.2","137.634","21.447","111.015"
"1088","5:28.5","137.615","21.440","111.075"
"1089","5:28.8","137.583","21.437","111.163"
"1090","5:29.1","137.482","21.433","111.239"
"1091","5:29.4","137.433","21.433","111.317"
"1092","5:29.7","137.437","21.431","111.366"
"1093","5:30.0","137.505","21.427","111.404"
"1094","5:30.3","137.568","21.420","111.494"
"1095","5:30.6","137.658","21.416","111.623"
"1096","5:30.9","137.680","21.413","111.742"
"1097","5:31.2","137.730","21.411","111.875"
"1098","5:31.5","137.759","21.408","112.023"
"1099","5:31.8","137.775","21.407","112.129"
"1100","5:32.1","137.792","21.403","112.183"
"1101","5:32.4","137.795","21.401","112.183"
"1102","5:32.7","137.765","21.401","112.157"
"1103","5:33.0","137.701","21.396","112.164"
"1104","5:33.3","137.654","21.391","112.151"
"1105","5:33.6","137.707","21.392","112.202"
"1106","5:33.9","137.829","21.391","112.329"
"1107","5:34.2","137.890","21.392","112.449"
"1108","5:34.5","137.874","21.386","112.582"
"1109","5:34.8","137.924","21.385","112.639"
"1110","5:35.1","138.001","21.383","112.695"
"1111","5:35.4","138.103","21.380","112.774"
"1112","5:35.7","138.197","21.376","112.930"
"1113","5:36.1","138.269","21.376","113.064"
"1114","5:36.4","138.414","21.369","113.170"
"1115","5:36.7","138.554","21.371","113.359"
"1116","5:37.0","138.626","21.369","113.553"
"1117","5:37.3","138.722","21.369","113.698"
"1118","5:37.6","138.820","21.364","113.837"
"1119","5:37.9","138.930","21.358","113.902"
"1120","5:38.2","139.113","21.358","114.060"
"1121","5:38.5","139.391","21.423","114.143"
"1122","5:38.8","139.621","21.416","114.152"
"1123","5:39.1","139.752","21.417","114.122"
"1124","5:39.4","139.755","21.415","114.130"
"1125","5:39.7","139.718","21.413","113.989"
"1126","5:40.0","139.634","21.413","113.844"
"1127","5:40.3","139.490","21.413","113.827"
"1128","5:40.6","139.319","21.410","113.956"
"1129","5:40.9","139.181","21.398","114.122"
"1130","5:41.2","139.176","21.399","114.297"
"1131","5:41.5","139.229","21.400","114.436"
"1132","5:41.8","139.230","21.398","114.549"
"1133","5:42.1","139.210","21.400","114.639"
"1134","5:42.4","139.248","21.399","114.693"
"1135","5:42.7","139.302","21.396","114.707"
"1136","5:43.0","139.382","21.396","114.817"
"1137","5:43.3","139.470","21.388","114.839"
"1138","5:43.6","139.536","21.382","114.966"
"1139","5:43.9","139.564","21.382","115.051"
"1140","5:44.2","139.629","21.387","115.130"
"1141","5:44.5","139.617","21.382","115.183"
"1142","5:44.8","139.617","21.373","115.235"
"1143","5:45.1","139.659","21.379","115.398"
"1144","5:45.4","139.645","21.373","115.661"
"1145","5:45.7","139.715","21.374","115.947"
"1146","5:46.0","139.834","21.376","116.145"
"1147","5:46.3","140.002","21.376","116.254"
"1148","5:46.6","140.208","21.378","116.321"
"1149","5:46.9","140.411","21.368","116.379"
"1150","5:47.2","140.474","21.366","116.405"
"1151","5:47.5","140.589","21.359","116.491"
"1152","5:47.8","140.838","21.359","116.647"
"1153","5:48.1","141.154","21.354","116.854"
"1154","5:48.4","141.474","21.355","116.983"
"1155","5:48.7","141.692","21.416","117.170"
"1156","5:49.0","141.824","21.414","117.289"
"1157","5:49.3","142.005","21.414","117.375"
"1158","5:49.6","142.116","21.412","117.499"
"1159","5:49.9","142.136","21.408","117.574"
"1160","5:50.2","142.115","21.404","117.605"
"1161","5:50.5","142.102","21.403","117.553"
"1162","5:50.8","142.088","21.400","117.494"
"1163","5:51.1","142.092","21.399","117.491"
"1164","5:51.4","142.076","21.396","117.568"
"1165","5:51.8","142.124","21.397","117.776"
"1166","5:52.1","142.278","21.396","117.932"
"1167","5:52.4","142.513","21.396","118.133"
"1168","5:52.7","142.695","21.396","118.332"
"1169","5:53.0","142.745","21.394","118.406"
"1170","5:53.3","142.717","21.392","118.441"
"1171","5:53.6","142.632","21.387","118.461"
"1172","5:53.9","142.557","21.389","118.449"
"1173","5:54.2","142.528","21.386","118.402"
"1174","5:54.5","142.509","21.382","118.372"
"1175","5:54.8","142.512","21.384","118.398"
"1176","5:55.1","142.536","21.377","118.445"
"1177","5:55.4","142.559","21.382","118.636"
"1178","5:55.7","142.594","21.380","118.854"
"1179","5:56.0","142.670","21.377","118.950"
"1180","5:56.3","142.733","21.372","119.090"
"1181","5:56.6","142.771","21.373","119.289"
"1182","5:56.9","142.808","21.371","119.506"
"1183","5:57.2","142.840","21.371","119.763"
"1184","5:57.5","142.869","21.365","119.977"
"1185","5:57.8","142.939","21.367","120.005"
"1186","5:58.1","143.050","21.360","120.089"
"1187","5:58.4","143.096","21.359","120.174"
"1188","5:58.7","143.189","21.356","120.271"
"1189","5:59.0","143.334","21.419","120.346"
"1190","5:59.3","143.397","21.414","120.366"
"1191","5:59.6","143.432","21.414","120.414"
"1192","5:59.9","143.421","21.409","120.519"
"1193","6:00.2","143.392","21.412","120.722"
"1194","6:00.5","143.414","21.411","120.930"
"1195","6:00.8","143.522","21.406","121.129"
"1196","6:01.1","143.669","21.409","121.317"
"1197","6:01.4","143.811","21.404","121.448"
"1198","6:01.7","143.943","21.406","121.625"
"1199","6:02.0","144.061","21.400","121.720"
"1200","6:02.3","144.155","21.402","121.751"
"1201","6:02.6","144.247","21.396","121.789"
"1202","6:02.9","144.232","21.397","121.832"
"1203","6:03.2","144.181","21.389","121.902"
"1204","6:03.5","144.142","21.390","121.974"
"1205","6:03.8","144.156","21.391","122.053"
"1206","6:04.1","144.218","21.387","122.129"
"1207","6:04.4","144.258","21.385","122.243"
"1208","6:04.7","144.319","21.384","122.375"
"1209","6:05.0","144.436","21.386","122.477"
"1210","6:05.3","144.565","21.386","122.576"
"1211","6:05.6","144.698","21.383","122.656"
"1212","6:05.9","144.864","21.380","122.733"
"1213","6:06.2","145.014","21.377","122.844"
"1214","6:06.5","145.135","21.373","122.997"
"1215","6:06.8","145.201","21.372","123.142"
"1216","6:07.1","145.238","21.365","123.291"
"1217","6:07.5","145.252","21.366","123.389"
"1218","6:07.8","145.198","21.365","123.484"
"1219","6:08.1","145.101","21.361","123.593"
"1220","6:08.4","145.080","21.360","123.674"
"1221","6:08.7","145.192","21.354","123.718"
"1222","6:09.0","145.229","21.350","123.780"
"1223","6:09.3","145.320","21.418","123.922"
"1224","6:09.6","145.430","21.411","124.011"
"1225","6:09.9","145.574","21.410","124.103"
"1226","6:10.2","145.724","21.410","124.213"
"1227","6:10.5","145.897","21.408","124.314"
"1228","6:10.8","146.035","21.402","124.405"
"1229","6:11.1","146.135","21.405","124.478"
"1230","6:11.4","146.181","21.403","124.487"
"1231","6:11.7","146.209","21.399","124.603"
"1232","6:12.0","146.218","21.400","124.606"
"1233","6:12.3","146.122","21.404","124.589"
"1234","6:12.6","145.947","21.399","124.655"
"1235","6:12.9","145.908","21.398","124.717"
"1236","6:13.2","145.926","21.396","124.790"
"1237","6:13.5","146.071","21.392","124.895"
"1238","6:13.8","146.283","21.386","124.975"
"1239","6:14.1","146.435","21.383","125.110"
"1240","6:14.4","146.517","21.382","125.182"
"1241","6:14.7","146.451","21.384","125.074"
