"Device: USB-2408-2AO"
"Serial Number: 22C3E45"
"Channel Count: 3"
"Sample Count: 663"
"Start Time: 19/11/2025 18:47:43.9"
"Scan Rate: 3.31200003623962"
"Sample","Time (s)","Winding Temp (°C)","Ambient (°C)","Stator Body (°C)"
"611","3:04.5","161.643","21.152","97.351"
"612","3:04.8","161.726","21.161","97.513"
"613","3:05.1","161.770","21.142","97.647"
"614","3:05.4","162.018","21.151","97.810"
"615","3:05.7","162.312","21.147","97.983"
"616","3:06.0","162.608","21.145","98.187"
"617","3:06.3","163.019","21.142","98.399"
"618","3:06.6","163.482","21.143","98.597"
"619","3:06.9","163.858","21.136","98.771"
"620","3:07.2","164.273","21.140","98.951"
"621","3:07.5","164.541","21.130","99.109"
"622","3:07.8","164.792","21.128","99.256"
"623","3:08.1","165.000","21.121","99.539"
"624","3:08.4","165.033","21.132","99.847"
"625","3:08.7","165.181","21.128","100.092"
"626","3:09.0","165.430","21.130","100.326"
"627","3:09.3","165.632","21.127","100.551"
"628","3:09.6","165.855","21.123","100.714"
"629","3:09.9","165.965","21.115","100.818"
"630","3:10.2","166.103","21.121","100.981"
"631","3:10.5","166.416","21.130","101.159"
"632","3:10.8","166.685","21.123","101.357"
"633","3:11.1","166.921","21.122","101.555"
"634","3:11.4","167.056","21.119","101.811"
"635","3:11.7","167.033","21.113","102.079"
"636","3:12.0","166.877","21.113","102.301"
"637","3:12.3","166.673","21.108","102.480"
"638","3:12.6","166.454","21.103","102.646"
"639","3:12.9","166.212","21.107","102.837"
"640","3:13.2","165.943","21.103","103.034"
"641","3:13.5","165.623","21.096","103.223"
"642","3:13.8","165.286","21.096","103.397"
"643","3:14.1","164.923","21.093","103.553"
"644","3:14.4","164.559","21.093","103.727"
"645","3:14.7","164.310","21.223","104.071"
"646","3:15.0","163.940","21.216","104.339"
"647","3:15.4","163.590","21.213","104.591"
"648","3:15.7","163.254","21.211","104.846"
"649","3:16.0","162.988","21.206","105.027"
"650","3:16.3","162.781","21.204","105.228"
"651","3:16.6","162.560","21.206","105.447"
"652","3:16.9","162.340","21.202","105.625"
"653","3:17.2","162.138","21.198","105.763"
"654","3:17.5","161.973","21.200","105.929"
"655","3:17.8","161.829","21.192","106.079"
"656","3:18.1","161.721","21.191","106.140"
"657","3:18.4","161.612","21.192","106.249"
"658","3:18.7","161.374","21.188","106.291"
"659","3:19.0","161.031","21.183","106.323"
"660","3:19.3","160.674","21.186","106.434"
"661","3:19.6","160.321","21.184","106.523"
"662","3:19.9","159.974","21.182","106.543"
