Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
71.531532,6.8,27.25,2186,12,5,0,486.41,1,0,
71.471474,10.2,27.31,2059,12,6,0,729.01,1,0,
71.95195,7.4,27.36,1900,12,5,0,532.44,1,0,
71.651657,9.2,27.36,945,12,5,0,659.2,1,0,
71.531532,9,27.41,906,12,5,0,643.78,1,0,
71.471474,7.6,27.46,1784,12,6,0,543.18,1,0,
71.531532,8.6,27.48,2093,12,5,0,615.17,1,0,
71.471474,7,27.51,1999,12,6,0,500.3,1,0,
71.381386,14.4,27.54,840,12,6,0,1027.89,1,0,
71.531532,6.4,27.56,1030,12,5,0,457.8,1,0,
72.072075,8.8,27.61,2287,12,5,0,634.23,1,0,
71.411415,6.4,27.64,2272,12,5,0,457.03,1,0,
71.381386,10.8,27.64,2174,12,6,0,770.92,1,0,
71.711716,8.2,27.69,1809,12,5,0,588.04,1,0,
71.471474,7.8,27.72,928,12,5,0,557.48,1,0,
71.531532,9.6,27.74,911,12,5,0,686.7,1,0,
71.62162,6.4,27.77,1972,12,6,0,458.38,1,0,
71.531532,8.6,27.82,2140,12,5,0,615.17,1,0,
71.921921,5.4,27.82,1897,12,5,0,388.38,1,0,
71.441444,10.4,27.9,1984,12,5,0,742.99,1,0,
71.651657,6.4,27.92,2128,12,5,0,458.57,1,0,
71.411415,9.6,27.92,2165,12,5,0,685.55,1,0,
71.561562,7.2,27.95,767,12,5,0,515.24,1,0,
71.171173,8.4,28,2134,12,6,0,597.84,1,0,
71.561562,6.8,28.02,2127,12,5,0,486.62,1,0,
71.201202,7.6,28.05,2268,12,6,0,541.13,1,0,
71.561562,10.8,28.1,732,12,5,0,772.86,1,0,
71.471474,7.8,28.1,947,12,6,0,557.48,1,0,
71.531532,8.6,28.1,2222,12,5,0,615.17,1,0,
71.501503,6.8,28.15,2259,12,5,0,486.21,1,0,
72.072075,8.2,28.15,1895,12,5,0,590.99,1,0,
71.531532,7.6,28.2,760,12,5,0,543.64,1,0,
71.381386,11.4,28.26,1874,12,6,0,813.75,1,0,
72.102104,7,28.26,1875,12,5,0,504.71,1,0,
71.411415,10,28.28,2273,12,6,0,714.11,1,0,
71.501503,7.6,28.28,2481,12,5,0,543.41,1,0,
71.411415,8.4,28.33,2002,12,6,0,599.86,1,0,
71.531532,11.4,28.36,1688,12,5,0,815.46,1,0,
71.471474,6.4,28.38,906,12,5,0,457.42,1,0,
71.561562,10.6,28.41,1497,12,5,0,758.55,1,0,
71.441444,6.2,28.44,1940,12,5,0,442.94,1,0,
71.471474,9.6,28.46,1982,12,5,0,686.13,1,0,
71.561562,6.6,28.49,2117,12,5,0,472.31,1,0,
71.381386,10.2,28.51,2082,12,6,0,728.09,1,0,
71.531532,9,28.54,1784,12,5,0,643.78,1,0,
71.411415,9.4,28.59,2465,12,6,0,671.27,1,0,
71.381386,8.8,28.62,1979,12,5,0,628.16,1,0,
71.501503,6.8,28.64,1948,12,5,0,486.21,1,0,
71.531532,9,28.69,2156,12,5,0,643.78,1,0,
71.411415,6.4,28.69,2339,12,6,0,457.03,1,0,
71.381386,13.8,28.72,972,12,6,0,985.06,1,0,
71.471474,7.2,28.75,2565,12,5,0,514.59,1,0,
71.531532,9.6,28.77,1875,12,5,0,686.7,1,0,
71.681686,7,28.77,1918,12,5,0,501.77,1,0,
72.312317,8.6,28.82,1963,12,5,0,621.89,1,0,
71.501503,7.4,28.82,2327,12,5,0,529.11,1,0,
71.561562,7.2,28.85,1927,12,6,0,515.24,1,0,
71.531532,9,28.9,2147,12,5,0,643.78,1,0,
71.351357,6.8,28.95,2353,12,6,0,485.19,1,0,
71.441444,11.2,28.95,1058,12,5,0,800.14,1,0,
71.471474,7,28.98,2463,12,5,0,500.3,1,0,
71.501503,10.2,29.01,2049,12,5,0,729.32,1,0,
71.531532,6.6,29.01,1945,12,5,0,472.11,1,0,
71.231232,8,29.03,1982,12,5,0,569.85,1,0,
71.561562,7.4,29.06,2044,12,5,0,529.56,1,0,
71.381386,8,29.08,1964,12,6,0,571.05,1,0,
71.561562,8.4,29.11,2091,12,5,0,601.12,1,0,
71.441444,7.6,29.16,2299,12,6,0,542.95,1,0,
71.531532,9.4,29.16,876,12,5,0,672.4,1,0,
71.261261,6.6,29.21,2294,12,6,0,470.32,1,0,
71.471474,12,29.24,1465,12,6,0,857.66,1,0,
71.29129,6.8,29.24,2456,12,6,0,484.78,1,0,
71.441444,11.2,29.29,1665,11,6,0,800.14,1,0,
71.531532,7,29.29,1265,12,5,0,500.72,1,0,
71.411415,10,29.34,1707,12,6,0,714.11,1,0,
71.531532,7.8,29.34,1662,12,5,0,557.95,1,0,
71.471474,8.4,29.37,2460,12,6,0,600.36,1,0,
71.471474,7.6,29.4,2362,12,5,0,543.18,1,0,
71.32132,6.6,29.4,2358,12,6,0,470.72,1,0,
71.501503,9.4,29.42,1685,12,5,0,672.11,1,0,
71.981987,6,29.47,2318,12,6,0,431.89,1,0,
71.501503,10,29.5,1983,12,5,0,715.02,1,0,
71.561562,6.6,29.5,2040,12,5,0,472.31,1,0,
71.921921,7.2,29.55,1884,12,5,0,517.84,1,0,
71.531532,7.8,29.58,770,12,5,0,557.95,1,0,
71.561562,9,29.6,1368,12,5,0,644.05,1,0,
71.591591,7.8,29.6,729,12,5,0,558.41,1,0,
71.441444,9,29.63,1570,12,6,0,642.97,1,0,
