Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
71.711716,1.6,22.7,1565,6,2,0,114.74,1,0,
71.681686,1.6,22.68,1977,15,2,0,114.69,1,0,
71.711716,4.2,22.68,687,20,3,0,301.19,1,0,
71.651657,2.8,22.68,1557,24,3,0,200.62,1,0,
72.132133,10.2,22.68,1892,23,5,0,735.75,1,0,
71.561562,6,22.68,2086,24,5,0,429.37,1,0,
71.531532,9.4,22.68,2375,23,5,0,672.4,1,0,
72.012016,5.4,22.68,2805,27,5,0,388.86,1,0,
72.582581,9.6,22.68,2676,33,5,0,696.79,1,0,
71.591591,7,22.68,2817,41,5,0,501.14,1,0,
71.411415,11.8,22.68,1395,50,6,0,842.65,1,0,
71.561562,9,22.7,949,60,5,0,644.05,1,0,
71.531532,8.2,22.75,1033,69,5,0,586.56,1,0,
71.62162,11,22.8,982,75,5,0,787.84,1,0,
71.351357,6,22.85,1932,81,6,0,428.11,1,0,
71.561562,9,22.93,1954,85,5,0,644.05,1,0,
71.531532,6.4,23,1981,89,5,0,457.8,1,0,
71.62162,9.2,23.08,1977,90,5,0,658.92,1,0,
71.591591,6.6,23.18,2049,89,5,0,472.5,1,0,
72.372375,9.2,23.25,2164,89,5,0,665.83,1,0,
71.531532,7.4,23.28,2287,89,5,0,529.33,1,0,
71.441444,9.2,23.38,2201,90,6,0,657.26,1,0,
71.591591,7.6,23.42,2744,94,5,0,544.1,1,0,
71.501503,7.4,23.52,2574,98,6,0,529.11,1,0,
71.501503,8,23.57,2434,100,5,0,572.01,1,0,
71.471474,7,23.65,2796,100,6,0,500.3,1,0,
71.561562,10.2,23.75,2593,100,5,0,729.93,1,0,
71.711716,5.8,23.8,1086,100,5,0,415.93,1,0,
71.591591,11.2,23.87,1042,100,5,0,801.83,1,0,
71.591591,6.8,23.95,898,100,5,0,486.82,1,0,
71.561562,9,24,993,100,5,0,644.05,1,0,
71.861862,8,24.07,1894,100,5,0,574.89,1,0,
71.381386,7.4,24.12,1972,100,6,0,528.22,1,0,
71.561562,10,24.22,1945,100,5,0,715.62,1,0,
71.561562,6.4,24.27,1976,100,6,0,457.99,1,0,
71.62162,8,24.32,2033,100,5,0,572.97,1,0,
71.921921,6.4,24.42,2313,100,6,0,460.3,1,0,
71.471474,9,24.47,2238,100,5,0,643.24,1,0,
71.591591,6.6,24.55,2301,100,5,0,472.5,1,0,
71.441444,11.4,24.6,2347,100,6,0,814.43,1,0,
72.042046,6.2,24.65,2703,100,5,0,446.66,1,0,
71.231232,10.2,24.72,2377,100,7,0,726.56,1,0,
71.591591,8.2,24.77,2747,100,5,0,587.05,1,0,
71.471474,8.2,24.85,2719,100,6,0,586.07,1,0,
71.591591,9.4,24.92,1858,100,5,0,672.96,1,0,
71.531532,7,24.95,2683,100,5,0,500.72,1,0,
71.531532,11.4,25.05,2497,100,5,0,815.46,1,0,
71.561562,7.2,25.08,1367,100,5,0,515.24,1,0,
71.441444,13.8,25.13,2333,100,6,0,985.89,1,0,
71.561562,6.8,25.2,1367,100,5,0,486.62,1,0,
71.441444,11.4,25.25,2327,100,6,0,814.43,1,0,
71.591591,7.4,25.33,2541,100,5,0,529.78,1,0,
