"Device: USB-2408-2AO"
"Serial Number: 22C3E45"
"Channel Count: 3"
"Sample Count: 586"
"Start Time: 19/11/2025 14:31:18.4"
"Scan Rate: 3.31200003623962"
"Sample","Time (s)","Winding Temp (°C)","Ambient (°C)","Stator Body (°C)"
"254","1:16.7","91.642","20.863","39.812"
"255","1:17.0","91.969","20.863","39.939"
"256","1:17.3","92.195","20.858","40.061"
"257","1:17.6","92.460","20.857","40.211"
"258","1:17.9","92.694","20.853","40.362"
"259","1:18.2","92.900","20.859","40.520"
"260","1:18.5","93.216","20.855","40.688"
"261","1:18.8","93.570","20.853","40.860"
"262","1:19.1","93.877","20.847","41.045"
"263","1:19.4","94.237","20.855","41.231"
"264","1:19.7","94.548","20.851","41.392"
"265","1:20.0","94.891","20.847","41.551"
"266","1:20.3","95.211","20.851","41.707"
"267","1:20.6","95.398","20.849","41.821"
"268","1:20.9","95.564","20.845","41.949"
"269","1:21.2","95.764","20.847","42.065"
"270","1:21.5","95.917","20.843","42.189"
"271","1:21.8","96.222","20.906","42.384"
"272","1:22.1","96.528","20.903","42.502"
"273","1:22.4","96.875","20.896","42.653"
"274","1:22.7","97.259","20.896","42.828"
"275","1:23.0","97.530","20.898","42.981"
"276","1:23.3","97.758","20.899","43.160"
"277","1:23.6","97.972","20.890","43.335"
"278","1:23.9","98.121","20.895","43.501"
"279","1:24.2","98.336","20.890","43.685"
"280","1:24.5","98.579","20.884","43.868"
"281","1:24.8","98.777","20.896","44.041"
"282","1:25.1","99.075","20.878","44.219"
"283","1:25.4","99.293","20.878","44.378"
"284","1:25.7","99.489","20.884","44.543"
"285","1:26.1","99.759","20.878","44.720"
"286","1:26.4","100.001","20.883","44.882"
"287","1:26.7","100.235","20.884","45.032"
"288","1:27.0","100.434","20.886","45.149"
"289","1:27.3","100.561","20.876","45.278"
"290","1:27.6","100.745","20.876","45.423"
"291","1:27.9","100.882","20.871","45.522"
"292","1:28.2","100.993","20.873","45.643"
"293","1:28.5","101.283","20.871","45.775"
"294","1:28.8","101.610","20.868","45.931"
"295","1:29.1","101.923","20.870","46.112"
"296","1:29.4","102.256","20.873","46.301"
"297","1:29.7","102.538","20.863","46.456"
"298","1:30.0","102.848","20.861","46.637"
"299","1:30.3","103.111","20.859","46.817"
"300","1:30.6","103.350","20.861","46.982"
"301","1:30.9","103.568","20.860","47.153"
"302","1:31.2","103.754","20.859","47.321"
"303","1:31.5","103.914","20.861","47.476"
"304","1:31.8","104.218","20.852","47.646"
"305","1:32.1","104.496","20.922","47.849"
"306","1:32.4","104.705","20.917","47.985"
"307","1:32.7","104.920","20.915","48.118"
"308","1:33.0","105.101","20.915","48.220"
"309","1:33.3","105.312","20.910","48.365"
"310","1:33.6","105.545","20.908","48.540"
"311","1:33.9","105.694","20.907","48.673"
"312","1:34.2","105.910","20.905","48.817"
"313","1:34.5","106.166","20.905","48.975"
"314","1:34.8","106.371","20.901","49.133"
"315","1:35.1","106.664","20.901","49.292"
"316","1:35.4","106.909","20.896","49.445"
"317","1:35.7","107.147","20.899","49.613"
"318","1:36.0","107.475","20.890","49.788"
"319","1:36.3","107.726","20.897","49.959"
"320","1:36.6","107.946","20.889","50.122"
"321","1:36.9","108.161","20.893","50.262"
"322","1:37.2","108.289","20.891","50.406"
"323","1:37.5","108.482","20.882","50.573"
"324","1:37.8","108.698","20.884","50.744"
"325","1:38.1","108.850","20.875","50.936"
"326","1:38.4","109.096","20.881","51.130"
"327","1:38.7","109.322","20.877","51.295"
"328","1:39.0","109.555","20.876","51.464"
"329","1:39.3","109.929","20.879","51.615"
"330","1:39.6","110.293","20.873","51.783"
"331","1:39.9","110.687","20.862","51.982"
"332","1:40.2","111.060","20.873","52.196"
"333","1:40.5","111.375","20.871","52.403"
"334","1:40.8","111.726","20.861","52.611"
"335","1:41.1","112.008","20.865","52.811"
"336","1:41.4","112.198","20.863","53.004"
"337","1:41.8","112.454","20.857","53.182"
"338","1:42.1","112.630","20.854","53.341"
"339","1:42.4","112.862","20.920","53.549"
"340","1:42.7","113.020","20.914","53.720"
"341","1:43.0","113.088","20.914","53.902"
"342","1:43.3","113.207","20.907","54.053"
"343","1:43.6","113.319","20.907","54.216"
"344","1:43.9","113.432","20.909","54.390"
"345","1:44.2","113.592","20.903","54.577"
"346","1:44.5","113.743","20.910","54.752"
"347","1:44.8","113.841","20.903","54.933"
"348","1:45.1","114.021","20.906","55.098"
"349","1:45.4","114.215","20.901","55.207"
"350","1:45.7","114.425","20.903","55.343"
"351","1:46.0","114.645","20.896","55.509"
"352","1:46.3","114.795","20.899","55.682"
"353","1:46.6","114.999","20.899","55.865"
"354","1:46.9","115.188","20.895","56.051"
"355","1:47.2","115.369","20.891","56.234"
"356","1:47.5","115.701","20.893","56.432"
"357","1:47.8","116.024","20.889","56.590"
"358","1:48.1","116.223","20.888","56.734"
"359","1:48.4","116.421","20.888","56.867"
"360","1:48.7","116.551","20.885","56.984"
"361","1:49.0","116.679","20.890","57.134"
"362","1:49.3","116.871","20.882","57.270"
"363","1:49.6","117.089","20.882","57.391"
"364","1:49.9","117.387","20.882","57.530"
"365","1:50.2","117.626","20.880","57.680"
"366","1:50.5","117.780","20.881","57.826"
"367","1:50.8","118.079","20.878","58.018"
"368","1:51.1","118.412","20.868","58.210"
"369","1:51.4","118.737","20.867","58.408"
"370","1:51.7","119.111","20.867","58.567"
"371","1:52.0","119.345","20.870","58.740"
"372","1:52.3","119.554","20.867","58.942"
"373","1:52.6","119.898","20.931","59.193"
"374","1:52.9","120.100","20.925","59.389"
"375","1:53.2","120.386","20.926","59.613"
"376","1:53.5","120.666","20.919","59.806"
"377","1:53.8","120.914","20.916","59.993"
"378","1:54.1","121.231","20.913","60.179"
"379","1:54.4","121.467","20.914","60.362"
"380","1:54.7","121.688","20.913","60.554"
"381","1:55.0","121.998","20.914","60.728"
"382","1:55.3","122.209","20.911","60.886"
"383","1:55.6","122.481","20.906","61.073"
"384","1:55.9","122.855","20.910","61.255"
"385","1:56.2","123.189","20.901","61.450"
"386","1:56.5","123.584","20.896","61.665"
"387","1:56.8","123.986","20.899","61.879"
"388","1:57.1","124.282","20.899","62.040"
"389","1:57.5","124.665","20.897","62.199"
"390","1:57.8","125.010","20.898","62.322"
"391","1:58.1","125.355","20.903","62.457"
"392","1:58.4","125.663","20.894","62.577"
"393","1:58.7","125.759","20.897","62.664"
"394","1:59.0","125.860","20.890","62.756"
"395","1:59.3","125.966","20.892","62.872"
"396","1:59.6","126.013","20.884","63.012"
"397","1:59.9","126.185","20.892","63.160"
"398","2:00.2","126.444","20.884","63.332"
"399","2:00.5","126.662","20.877","63.496"
"400","2:00.8","126.921","20.885","63.648"
"401","2:01.1","127.086","20.885","63.838"
"402","2:01.4","127.308","20.868","64.076"
"403","2:01.7","127.597","20.870","64.335"
"404","2:02.0","127.843","20.864","64.579"
"405","2:02.3","128.179","20.874","64.830"
"406","2:02.6","128.562","20.866","65.072"
"407","2:02.9","128.998","20.997","65.433"
"408","2:03.2","129.425","20.998","65.666"
"409","2:03.5","129.887","20.992","65.889"
"410","2:03.8","130.267","20.989","66.109"
"411","2:04.1","130.723","20.984","66.331"
"412","2:04.4","131.129","20.986","66.554"
"413","2:04.7","131.561","20.981","66.790"
"414","2:05.0","132.054","20.976","67.010"
"415","2:05.3","132.428","20.973","67.230"
"416","2:05.6","132.803","20.976","67.442"
"417","2:05.9","133.131","20.977","67.634"
"418","2:06.2","133.432","20.972","67.797"
"419","2:06.5","133.795","20.968","68.002"
"420","2:06.8","134.182","20.971","68.207"
"421","2:07.1","134.513","20.959","68.421"
"422","2:07.4","134.917","20.967","68.614"
"423","2:07.7","135.271","20.958","68.759"
"424","2:08.0","135.661","20.964","68.930"
"425","2:08.3","136.090","20.963","69.092"
"426","2:08.6","136.427","20.959","69.261"
"427","2:08.9","136.816","20.955","69.445"
"428","2:09.2","137.206","20.956","69.558"
"429","2:09.5","137.499","20.959","69.705"
"430","2:09.8","137.849","20.948","69.869"
"431","2:10.1","138.145","20.951","70.031"
"432","2:10.4","138.373","20.944","70.207"
"433","2:10.7","138.608","20.949","70.411"
"434","2:11.0","138.818","20.942","70.599"
"435","2:11.3","139.115","20.949","70.739"
"436","2:11.6","139.459","20.941","70.904"
"437","2:11.9","139.682","20.942","71.114"
"438","2:12.2","139.843","20.933","71.365"
"439","2:12.5","140.005","20.933","71.590"
"440","2:12.9","140.144","20.926","71.774"
"441","2:13.2","140.488","20.992","72.007"
"442","2:13.5","140.801","20.989","72.174"
"443","2:13.8","141.085","20.990","72.355"
"444","2:14.1","141.461","20.990","72.475"
"445","2:14.4","141.733","20.993","72.615"
"446","2:14.7","142.016","20.997","72.800"
"447","2:15.0","142.248","20.998","72.997"
"448","2:15.3","142.401","20.997","73.183"
"449","2:15.6","142.578","20.992","73.369"
"450","2:15.9","142.787","20.987","73.546"
"451","2:16.2","142.857","20.984","73.747"
"452","2:16.5","143.060","20.978","73.966"
"453","2:16.8","143.272","20.976","74.185"
"454","2:17.1","143.466","20.973","74.390"
"455","2:17.4","143.707","20.970","74.572"
"456","2:17.7","143.872","20.969","74.720"
"457","2:18.0","144.121","20.967","74.877"
"458","2:18.3","144.337","20.969","75.057"
"459","2:18.6","144.353","20.967","75.205"
"460","2:18.9","144.375","20.959","75.366"
"461","2:19.2","144.352","20.962","75.527"
"462","2:19.5","144.261","20.955","75.722"
"463","2:19.8","144.339","20.956","75.942"
"464","2:20.1","144.479","20.950","76.145"
"465","2:20.4","144.600","20.952","76.306"
"466","2:20.7","144.840","20.948","76.382"
"467","2:21.0","144.990","20.941","76.516"
"468","2:21.3","145.160","20.943","76.727"
"469","2:21.6","145.349","20.943","76.942"
"470","2:21.9","145.409","20.938","77.153"
"471","2:22.2","145.567","20.940","77.360"
"472","2:22.5","145.751","20.938","77.545"
"473","2:22.8","145.897","20.939","77.726"
"474","2:23.1","146.155","20.939","77.988"
"475","2:23.4","146.372","21.004","78.293"
"476","2:23.7","146.510","20.999","78.524"
"477","2:24.0","146.747","20.994","78.740"
"478","2:24.3","146.918","20.988","78.922"
"479","2:24.6","147.139","20.984","79.113"
"480","2:24.9","147.343","20.985","79.307"
"481","2:25.2","147.521","20.987","79.498"
"482","2:25.5","147.801","20.987","79.690"
"483","2:25.8","148.128","20.985","79.882"
"484","2:26.1","148.352","20.982","80.099"
"485","2:26.4","148.593","20.978","80.335"
"486","2:26.7","148.810","20.970","80.556"
"487","2:27.0","149.070","20.974","80.810"
"488","2:27.3","149.389","20.971","81.041"
"489","2:27.6","149.585","20.971","81.239"
"490","2:27.9","149.818","20.968","81.452"
"491","2:28.2","150.082","20.969","81.639"
"492","2:28.6","150.266","20.969","81.775"
"493","2:28.9","150.510","20.966","81.969"
"494","2:29.2","150.741","20.961","82.162"
"495","2:29.5","150.876","20.958","82.319"
"496","2:29.8","150.967","20.960","82.581"
"497","2:30.1","150.968","20.954","82.844"
"498","2:30.4","150.938","20.955","83.052"
"499","2:30.7","151.027","20.948","83.294"
"500","2:31.0","151.099","20.948","83.463"
"501","2:31.3","151.282","20.944","83.682"
"502","2:31.6","151.552","20.942","83.883"
"503","2:31.9","151.756","20.942","84.123"
"504","2:32.2","151.984","20.938","84.345"
"505","2:32.5","152.191","20.938","84.516"
"506","2:32.8","152.250","20.940","84.684"
"507","2:33.1","152.359","20.949","84.839"
"508","2:33.4","152.456","20.943","84.997"
"509","2:33.7","152.621","20.992","85.237"
"510","2:34.0","152.737","20.972","85.442"
"511","2:34.3","152.756","20.995","85.639"
"512","2:34.6","152.890","20.995","85.852"
"513","2:34.9","153.107","20.978","86.047"
"514","2:35.2","153.278","20.983","86.232"
"515","2:35.5","153.618","20.989","86.419"
"516","2:35.8","153.934","20.970","86.614"
"517","2:36.1","154.226","20.985","86.781"
"518","2:36.4","154.623","20.980","86.970"
"519","2:36.7","154.890","20.976","87.178"
"520","2:37.0","155.186","20.983","87.395"
"521","2:37.3","155.533","20.974","87.588"
"522","2:37.6","155.809","20.977","87.787"
"523","2:37.9","156.168","20.968","87.991"
"524","2:38.2","156.537","20.962","88.196"
"525","2:38.5","156.834","20.959","88.354"
"526","2:38.8","157.163","20.957","88.539"
"527","2:39.1","157.375","20.960","88.760"
"528","2:39.4","157.550","20.952","88.969"
"529","2:39.7","157.778","20.952","89.158"
"530","2:40.0","157.878","20.947","89.336"
"531","2:40.3","157.944","20.951","89.515"
"532","2:40.6","158.062","20.949","89.725"
"533","2:40.9","158.086","20.950","89.941"
"534","2:41.2","158.155","20.949","90.194"
"535","2:41.5","158.265","20.939","90.448"
"536","2:41.8","158.330","20.944","90.661"
"537","2:42.1","158.478","20.945","90.880"
"538","2:42.4","158.594","20.936","91.098"
"539","2:42.7","158.668","20.943","91.301"
"540","2:43.0","158.809","20.932","91.491"
"541","2:43.3","158.874","20.933","91.608"
"542","2:43.6","159.008","20.940","91.813"
"543","2:43.9","159.265","20.992","92.071"
"544","2:44.3","159.428","20.994","92.235"
"545","2:44.6","159.708","20.989","92.375"
"546","2:44.9","159.994","20.993","92.530"
"547","2:45.2","160.180","20.991","92.685"
"548","2:45.5","160.481","20.989","92.850"
"549","2:45.8","160.742","20.982","93.015"
"550","2:46.1","160.966","20.980","93.175"
"551","2:46.4","161.335","20.981","93.399"
"552","2:46.7","161.612","20.976","93.567"
"553","2:47.0","161.844","20.972","93.695"
"554","2:47.3","162.087","20.967","93.851"
"555","2:47.6","162.221","20.967","94.029"
"556","2:47.9","162.441","20.966","94.223"
"557","2:48.2","162.649","20.964","94.415"
"558","2:48.5","162.773","20.965","94.618"
"559","2:48.8","162.968","20.958","94.854"
"560","2:49.1","163.139","20.957","95.069"
"561","2:49.4","163.381","20.957","95.275"
"562","2:49.7","163.724","20.948","95.514"
"563","2:50.0","163.901","20.953","95.719"
"564","2:50.3","164.152","20.951","95.873"
"565","2:50.6","164.509","20.947","96.061"
"566","2:50.9","164.819","20.950","96.303"
"567","2:51.2","165.035","20.943","96.512"
"568","2:51.5","165.205","20.949","96.662"
"569","2:51.8","165.362","20.948","96.793"
"570","2:52.1","165.580","20.947","96.916"
"571","2:52.4","165.598","20.945","97.136"
"572","2:52.7","165.678","20.937","97.400"
"573","2:53.0","165.836","20.937","97.619"
"574","2:53.3","166.016","20.935","97.900"
"575","2:53.6","166.294","20.928","98.079"
"576","2:53.9","166.512","20.924","98.119"
"577","2:54.2","166.908","21.060","98.232"
"578","2:54.5","167.154","21.058","98.219"
"579","2:54.8","167.413","21.061","98.219"
"580","2:55.1","167.576","21.064","98.348"
"581","2:55.4","167.669","21.062","98.595"
"582","2:55.7","167.677","21.063","98.818"
"583","2:56.0","167.455","21.064","99.020"
"584","2:56.3","167.249","21.059","99.280"
"585","2:56.6","167.103","21.060","99.526"
