"Device: USB-2408-2AO"
"Serial Number: 22C3E45"
"Channel Count: 3"
"Sample Count: 709"
"Start Time: 19/11/2025 16:36:52.6"
"Scan Rate: 3.31200003623962"
"Sample","Time (s)","Winding Temp (°C)","Ambient (°C)","Stator Body (°C)"
"611","3:04.5","156.222","20.724","99.087"
"612","3:04.8","156.335","20.723","99.309"
"613","3:05.1","156.456","20.722","99.489"
"614","3:05.4","156.615","20.723","99.590"
"615","3:05.7","156.715","20.729","99.793"
"616","3:06.0","156.949","20.717","100.075"
"617","3:06.3","157.186","20.733","100.308"
"618","3:06.6","157.433","20.712","100.521"
"619","3:06.9","157.775","20.711","100.671"
"620","3:07.2","158.062","20.719","100.723"
"621","3:07.5","158.376","20.699","100.843"
"622","3:07.8","158.796","20.712","101.035"
"623","3:08.1","159.123","20.695","101.304"
"624","3:08.4","159.512","20.705","101.566"
"625","3:08.7","159.816","20.707","101.761"
"626","3:09.0","159.929","20.698","101.919"
"627","3:09.3","160.013","20.694","102.038"
"628","3:09.6","160.020","20.690","102.116"
"629","3:09.9","159.963","20.681","102.312"
"630","3:10.2","160.020","20.672","102.383"
"631","3:10.5","160.059","20.693","102.350"
"632","3:10.8","160.232","20.687","102.459"
"633","3:11.1","160.615","20.686","102.610"
"634","3:11.4","160.965","20.689","102.780"
"635","3:11.7","161.325","20.675","103.021"
"636","3:12.0","161.548","20.695","103.327"
"637","3:12.3","161.518","20.682","103.649"
"638","3:12.6","161.420","20.678","103.980"
"639","3:12.9","161.257","20.677","104.285"
"640","3:13.2","161.066","20.679","104.533"
"641","3:13.5","160.990","20.673","104.764"
"642","3:13.8","160.927","20.667","104.924"
"643","3:14.1","160.891","20.672","105.073"
"644","3:14.4","161.002","20.672","105.239"
"645","3:14.7","161.095","20.724","105.456"
"646","3:15.0","161.234","20.725","105.629"
"647","3:15.4","161.452","20.716","105.838"
"648","3:15.7","161.579","20.722","105.970"
"649","3:16.0","161.777","20.723","105.953"
"650","3:16.3","161.948","20.717","105.945"
"651","3:16.6","162.033","20.716","106.032"
"652","3:16.9","162.244","20.706","105.968"
"653","3:17.2","162.394","20.706","105.983"
"654","3:17.5","162.557","20.707","106.034"
"655","3:17.8","162.710","20.704","106.040"
"656","3:18.1","162.875","20.707","106.040"
"657","3:18.4","163.270","20.705","106.168"
"658","3:18.7","163.643","20.712","106.434"
"659","3:19.0","163.870","20.696","106.631"
"660","3:19.3","164.197","20.706","106.903"
"661","3:19.6","164.534","20.690","107.227"
"662","3:19.9","164.759","20.699","107.495"
"663","3:20.2","165.004","20.692","107.736"
"664","3:20.5","165.100","20.692","107.911"
"665","3:20.8","165.220","20.699","108.097"
"666","3:21.1","165.386","20.699","108.278"
"667","3:21.4","165.500","20.715","108.541"
"668","3:21.7","165.773","20.696","108.801"
"669","3:22.0","166.237","20.689","108.971"
"670","3:22.3","166.672","20.693","109.168"
"671","3:22.6","167.114","20.684","109.431"
"672","3:22.9","167.422","20.684","109.587"
"673","3:23.2","167.604","20.684","109.689"
"674","3:23.5","167.758","20.679","109.901"
"675","3:23.8","167.932","20.683","110.069"
"676","3:24.1","168.336","20.676","110.308"
"677","3:24.4","168.833","20.675","110.537"
"678","3:24.7","169.212","20.671","110.647"
"679","3:25.0","169.683","20.727","110.949"
"680","3:25.3","169.958","20.718","111.154"
"681","3:25.6","170.100","20.721","111.240"
"682","3:25.9","170.384","20.720","111.435"
"683","3:26.2","170.582","20.723","111.526"
"684","3:26.5","170.741","20.720","111.571"
"685","3:26.8","170.672","20.717","111.607"
"686","3:27.1","170.590","20.719","111.770"
"687","3:27.4","170.484","20.720","112.021"
"688","3:27.7","170.326","20.698","112.261"
"689","3:28.0","170.119","20.702","112.530"
"690","3:28.3","169.865","20.706","112.751"
"691","3:28.6","169.581","20.706","112.962"
"692","3:28.9","169.322","20.707","113.156"
"693","3:29.2","169.133","20.707","113.297"
"694","3:29.5","168.922","20.700","113.369"
"695","3:29.8","168.743","20.701","113.276"
"696","3:30.1","168.535","20.697","113.269"
"697","3:30.4","168.249","20.693","113.466"
"698","3:30.7","167.986","20.692","113.754"
"699","3:31.1","167.763","20.631","114.063"
"700","3:31.4","167.619","20.588","114.363"
"701","3:31.7","167.480","20.612","114.652"
"702","3:32.0","167.347","20.677","114.864"
"703","3:32.3","167.266","20.668","115.095"
"704","3:32.6","167.059","20.651","115.371"
"705","3:32.9","166.823","20.711","115.612"
"706","3:33.2","166.649","20.715","115.830"
"707","3:33.5","166.453","20.723","116.048"
"708","3:33.8","166.232","20.773","116.216"
